Symbol,Observations,Average_Close,Close_Volatility,Min_Close,Max_Close,Average_Volume,Median_Volume,Quality_Score
ALPA.NS,1598,69.22706505533154,28.10017265349515,11.800000190734863,139.1999969482422,114229.55694618273,43211.5,100
ALPEXSOLAR.NS,573,858.8160548984068,239.6857994043778,257.95001220703125,1356.449951171875,121702.61780104712,79200.0,100
ALPHA.NS,1104,41.0052751959234,10.156779702537635,24.34000015258789,59.58000183105469,839859.6322463768,584387.5,100
ALPHAGEO.NS,1599,278.8482364609213,79.74090856329663,120.30000305175781,511.5,39131.71106941839,14226.0,100
ALUWIND.NS,540,65.38601847754585,11.354153097073603,41.29999923706055,91.94999694824219,53994.444444444445,21000.0,100
AMBER.NS,1600,3824.3675594711303,2062.7936756656727,1004.6500244140625,8842.5,239893.948125,115096.0,100
AMBEY.NS,478,46.37730115627145,15.792680680082988,18.899999618530273,93.69999694824219,54280.33472803347,18000.0,100
AMBICAAGAR.NS,1597,24.05357555277137,7.312714244835951,12.600000381469727,42.29999923706055,46980.491546649966,14807.0,100
AMBIKCO.NS,1599,1432.128018091141,421.28126734884484,473.3500061035156,2739.199951171875,21256.73608505316,11240.0,100
AMBUJACEM.NS,1600,429.1562502479553,136.01678245042112,139.35000610351562,695.0,5245226.980625,3517314.0,100
AMDIND.NS,1598,46.57801634916227,20.71505248929958,8.449999809265137,102.75,62168.82352941176,20799.5,100
AMEYA.NS,929,80.23326170380328,29.9450322287128,33.5,137.0,21895.586652314316,8000.0,100
AMIABLE.NS,884,79.92992065395165,10.400786273636493,60.0,147.3000030517578,3120.3619909502263,0.0,100
AMJLAND.NS,1598,35.345150202177045,13.008493333635435,13.300000190734863,72.6500015258789,85656.67209011264,30993.0,100
AMNPLST.NS,640,222.83892197608947,50.29515052349729,128.8300018310547,344.8999938964844,32332.7734375,10082.0,100
AMRUTANJAN.NS,1600,653.2311254692078,135.98188956909468,269.0,992.0499877929688,66112.633125,29199.5,100
ANANDRATHI.NS,1115,748.0466472129651,526.8849406369038,137.85000610351562,1844.9000244140625,484219.22959641257,224096.0,100
ANANTRAJ.NS,1600,255.13576917022468,241.63703809874013,6.078965187072754,935.5499877929688,1721075.6425,1117987.5,100
