Symbol,Volatility_252D,ATR_Pct
PRAENG,0.5935,0.0201
PRAJIND,0.4616,0.0233
PRAKASH,0.5226,0.0195
PRAKASHSTL,0.7304,0.0134
PRAMARA,0.5701,0.0373
PRATHAM,0.564,0.019
PRAXIS,0.5327,0.027
PRECAM,0.5828,0.0175
PRECISION,0.6291,0.0206
PRECOT,0.5465,0.0322
PRECWIRE,0.534,0.0291
PREMEXPLN,0.5749,0.0335
PREMIER,0.4896,0.0145
PREMIERENE,0.4677,0.0107
PREMIERPOL,0.6493,0.0086
PRESSTONIC,0.7029,0.018
PRESTIGE,0.4573,0.0243
PRICOLLTD,0.4631,0.011
PRIMESECU,0.4666,0.0176
PRIMO,0.4503,0.0339
PRINCEPIPE,0.4046,0.0199
PRITI,0.5324,0.0143
PRITIKA,0.8843,0.0115
PRITIKAUTO,0.4808,0.015
PRIVISCL,0.4553,0.0142
PRIZOR,0.6442,0.0353
PRLIND,0.5637,0.0355
PROLIFE,0.4565,0.0114
PROPEQUITY,0.5238,0.0342
PROSTARM,0.5899,0.011
PROTEAN,0.4762,0.0237
PROV,0.4762,0.0159
PROZONER,0.5534,0.0125
PRSMJOHNSN,0.4313,0.0092
PRUDENT,0.4772,0.0194
PRUDMOULI,0.5248,0.0191
PSB,0.485,0.0131
PSPPROJECT,0.3763,0.0283
PTC,0.4027,0.0201
PTCIL,0.5021,0.0286
PTL,0.364,0.0087
PULZ,0.561,0.0227
PUNJABCHEM,0.4652,0.0189
PURVA,0.5358,0.0142
PURVFLEXI,0.5949,0.022
PVP,1.081,0.0281
PVRINOX,0.3748,0.0058
PVSL,0.4036,0.0128
PYRAMID,0.4282,0.0139
QFIL,0.5144,0.0247
QMSMEDI,0.5621,0.0203
QUADFUTURE,0.6705,0.0314
QUADPRO,0.5474,0.0133
QUESS,0.4468,0.0173
QUESTLAB,0.5804,0.0194
QUICKHEAL,0.5209,0.0267
QUICKTOUCH,0.6129,0.0277
RACE,0.4427,0.0155
RACLGEAR,0.5536,0.0204
RADAAN,0.4734,0.0252
RADHIKAJWE,0.5642,0.0148
RADIANTCMS,0.3568,0.0125
RADICO,0.3745,0.0084
RADIOCITY,0.3985,0.0119
RADIOWALLA,0.566,0.0112
RAILTEL,0.4819,0.0198
RAIN,0.4681,0.0302
RAINBOW,0.348,0.0095
RAJESHEXPO,0.4116,0.0432
RAJMET,0.4527,0.0083
RAJOOENG,0.5131,0.0119
RAJRATAN,0.4883,0.016
RAJRILTD,1.8932,0.0078
RAJSREESUG,0.5757,0.0167
RAJTV,0.5289,0.038
RALLIS,0.3814,0.0139
RAMANEWS,0.5281,0.0113
RAMAPHO,0.5213,0.0101
RAMASTEEL,0.5379,0.0111
RAMCOCEM,0.2983,0.0146
RAMCOIND,0.3895,0.0229
RAMCOSYS,0.5719,0.0344
RAMKY,0.571,0.0193
RAMRAT,0.4716,0.0268
RANASUG,0.4973,0.0168
RANEHOLDIN,0.4354,0.0187
RATEGAIN,0.4504,0.0197
RATNAMANI,0.3408,0.0121
RATNAVEER,0.4988,0.02
RAYMOND,0.5596,0.0186
RAYMONDLSL,0.4759,0.0236
RBA,0.3821,0.0055
RBLBANK,0.4928,0.0146
RBMINFRA,0.638,0.0379
RBS,0.499,0.0188
RBZJEWEL,0.4917,0.0218
RCDL,0.6232,0.0246
RCF,0.479,0.0154
RCOM,0.5193,0.0153
RECLTD,0.3805,0.0163
REDINGTON,0.473,0.0235
REDTAPE,0.615,0.0101
REFEX,0.6064,0.0232
REFRACTORY,0.5692,0.0265
REGENCERAM,0.4294,0.013
RELAXO,0.296,0.0318
RELCHEMQ,0.4177,0.0263
RELIABLE,0.4517,0.0141
RELIANCE,0.2802,0.0095
RELIGARE,0.4878,0.0105
RELTD,0.5485,0.0394
REMSONSIND,0.5518,0.0212
REMUS,0.774,0.0231
RENUKA,0.5109,0.0211
REPCOHOME,0.4711,0.0145
REPL,0.4778,0.0254
REPRO,0.4879,0.0198
RESPONIND,0.4794,0.0271
RETAIL,0.6328,0.0318
REXPIPES,0.4493,0.0038
RGL,0.5211,0.02
RHFL,0.5601,0.0129
RHIM,0.425,0.0378
RHL,0.5009,0.0149
RICOAUTO,0.5492,0.0336
RIIL,0.505,0.0168
RILINFRA,0.5557,0.0293
RISHABH,0.4943,0.0216
RITCO,0.4982,0.0153
RITES,0.3938,0.0144
RITEZONE,0.607,0.0197
RKDL,0.5511,0.0177
RKEC,0.6787,0.02
RKFORGE,0.4577,0.0167
RKSWAMY,0.4384,0.0178
RMDRIP,0.5084,0.0368
RML,0.5125,0.0187
ROCKINGDCE,0.6528,0.0379
ROHLTD,0.5131,0.017
ROLEXRINGS,0.3681,0.0134
ROLLT,0.5743,0.0332
ROML,0.6271,0.0105
ROSSARI,0.3287,0.018
ROSSELLIND,0.6076,0.0114
ROSSTECH,0.5913,0.0268
ROTO,0.4431,0.0254
ROUTE,0.4166,0.0201
ROXHITECH,0.5712,0.0385
RPEL,0.5159,0.0258
RPGLIFE,0.4478,0.0143
RPOWER,0.5802,0.0208
RPPINFRA,0.5927,0.0305
RPPL,0.5464,0.0295
RPSGVENT,0.5053,0.0091
RPTECH,0.4179,0.0284
RRKABEL,0.3736,0.0189
RSSOFTWARE,0.5814,0.0105
RSWM,0.4703,0.0265
RSYSTEMS,0.4755,0.0199
RTNINDIA,0.5617,0.0288
RTNPOWER,0.5647,0.0162
RUBFILA,0.369,0.019
RUBYMILLS,0.5367,0.0405
RUCHINFRA,0.4976,0.0103
RUCHIRA,0.464,0.0151
RULKA,0.5893,0.0322
RUPA,0.4331,0.0169
RUSHIL,0.5463,0.036
RUSTOMJEE,0.3275,0.0092
RVHL,0.5393,0.0474
RVNL,0.5142,0.0184
RVTH,0.507,0.0161
S&SPOWER,0.5178,0.0207
SAAKSHI,0.5718,0.0172
SABAR,0.6522,0.0168
SADBHAV,0.5665,0.0138
SADBHIN,0.5483,0.0194
SADHAV,0.5758,0.0238
SADHNANIQ,0.7107,0.0191
SAFARI,0.4045,0.0253
SAGARDEEP,0.4716,0.0161
SAGCEM,0.4266,0.0131
SAGILITY,0.4267,0.0148
SAHAJSOLAR,0.7233,0.0174
SAHANA,0.5806,0.0272
SAHYADRI,0.4022,0.0165
SAIFL,0.7887,0.0142
SAIL,0.4549,0.0145
SAILIFE,0.3991,0.0158
SAKAR,0.5266,0.0255
SAKHTISUG,0.5471,0.0155
SAKSOFT,0.5394,0.0165
SAKUMA,0.5928,0.025
SALASAR,0.5428,0.0203
SALONA,0.5616,0.0185
SALSTEEL,0.5464,0.0204
SALZERELEC,0.5519,0.0221
SAMBHAAV,0.5897,0.0184
SAMHI,0.4034,0.013
SAMMAANCAP,0.5748,0.0205
SAMPANN,0.5886,0.0099
SANATHAN,0.3754,0.0116
SANCO,0.5633,0.02
SANDESH,0.4127,0.013
SANDHAR,0.4054,0.0193
SANDUMA,0.5425,0.0199
SANGAMIND,0.5341,0.0089
SANGANI,0.4847,0.0137
SANGHVIMOV,0.5598,0.0268
SANGINITA,0.5488,0.0184
SANOFI,0.2673,0.0131
SANOFICONR,0.3071,0.0104
SANSERA,0.3228,0.0179
SANSTAR,0.4152,0.0244
SANWARIA,0.6641,0.0122
SAPPHIRE,0.3675,0.0177
SARDAEN,0.495,0.0103
SAREGAMA,0.4706,0.0236
SARLAPOLY,0.5515,0.0114
SAROJA,0.5753,0.0067
SARTELE,0.6516,0.0379
SARVESHWAR,0.5762,0.0178
SASKEN,0.4643,0.0312
SATIA,0.4187,0.0142
SATIN,0.4636,0.0227
SATIPOLY,0.5804,0.024
SAURASHCEM,0.4848,0.0108
SBC,0.4621,0.0112
SBCL,0.5024,0.0217
SBFC,0.3517,0.0114
SBGLP,0.5069,0.018
SBICARD,0.3034,0.0159
SBILIFE,0.2654,0.0107
SBIN,0.3097,0.0069
SCHAEFFLER,0.3116,0.0153
SCHAND,0.4655,0.0175
SCHNEIDER,0.5062,0.0353
SCI,0.5132,0.0205
SCILAL,0.4718,0.0142
SCML,0.6554,0.0237
SCODATUBES,0.5061,0.0244
SCPL,0.4987,0.0405
SDBL,0.5081,0.0317
SEAMECLTD,0.4779,0.0115
SECMARK,0.6236,0.0203
SECURKLOUD,0.5744,0.02
SEJALLTD,0.6067,0.0247
SEL,0.6614,0.0226
SELECTIPO,0.1874,0.0103
SELMC,0.668,0.0113
SEMAC,0.5349,0.0362
SENCO,0.4682,0.0166
SENORES,0.4869,0.0298
SEPC,0.6122,0.0345
SERVICE,0.5765,0.0114
SERVOTECH,0.5339,0.0359
SESHAPAPER,0.4198,0.0104
SETCO,0.5451,0.0486
SETL,0.5029,0.0279
SEYAIND,0.4815,0.0142
SFL,0.3211,0.0197
SGIL,0.4719,0.028
SGL,0.5948,0.0166
SHAH,0.5767,0.033
SHAHALLOYS,0.5535,0.0111
SHAILY,0.4996,0.024
SHAIVAL,0.05,0.0
SHAKTIPUMP,0.5329,0.0208
SHALBY,0.4625,0.0127
SHALPAINTS,0.4707,0.0272
SHANKARA,0.5827,0.0142
SHANTHALA,0.6738,0.0231
SHANTI,0.5066,0.0098
SHANTIGEAR,0.4547,0.0038
SHARDACROP,0.5047,0.0169
SHARDAMOTR,0.5585,0.0142
SHAREINDIA,0.4415,0.017
SHEETAL,0.3459,0.0113
SHEKHAWATI,0.8938,0.0181
SHEMAROO,0.5924,0.021
SHERA,0.5147,0.0139
SHIGAN,0.6301,0.03
SHILPAMED,0.4759,0.0221
SHIVALIK,0.4604,0.0341
SHIVAMAUTO,0.5446,0.0088
SHIVAMILLS,0.542,0.0242
SHIVATEX,0.5711,0.018
SHIVAUM,0.2752,0.0106
SHK,0.4758,0.0202
SHOPERSTOP,0.4207,0.0145
SHRADHA,0.5899,0.0171
SHREDIGCEM,0.4127,0.0148
SHREECEM,0.2763,0.011
SHREEKARNI,0.5254,0.0164
SHREEOSFM,0.6424,0.0265
SHREEPUSHK,0.5238,0.0163
SHREERAMA,0.5717,0.0275
SHREMINVIT,0.1379,0.0043
SHRENIK,0.6013,0.0038
SHREYANIND,0.4988,0.0162
SHRIPISTON,0.4089,0.0196
SHRIRAMFIN,0.4587,0.0194
SHRIRAMPPS,0.4604,0.0176
SHRITECH,0.4962,0.0178
SHUBHLAXMI,0.5506,0.0226
SHYAMCENT,0.5354,0.01
SHYAMMETL,0.3397,0.0096
SHYAMTEL,0.5217,0.0226
SICAGEN,1.107,0.0095
SICALLOG,0.5217,0.0278
SIDDHIKA,0.4556,0.0219
SIEMENS,0.3104,0.0104
SIGACHI,0.4953,0.0154
SIGIND,0.5599,0.0128
SIGMA,0.6684,0.0113
SIGMAADV,0.5886,0.0351
SIGNATURE,0.364,0.0144
SIGNORIA,0.558,0.0316
SIGNPOST,0.567,0.0262
SIKKO,0.6047,0.0109
SIL,0.4256,0.0204
SILGO,0.5613,0.0162
SILINV,0.469,0.0083
SILKFLEX,0.5842,0.0361
SILLYMONKS,0.5876,0.0206
SIMPLEXINF,0.5672,0.0344
SINCLAIR,0.4161,0.0088
SINDHUTRAD,0.6394,0.015
SINTERCOM,0.3879,0.0231
SIRCA,0.4192,0.0048
SIS,0.3296,0.017
SITINET,0.5667,0.0121
SIYSIL,0.4855,0.0186
SJLOGISTIC,0.5873,0.0349
SJS,0.4123,0.0163
SJVN,0.4026,0.0127
SKFINDIA,0.3772,0.0115
SKIPPER,0.5948,0.023
SKMEGGPROD,0.532,0.0348
SKP,0.5447,0.0178
SKYGOLD,0.5995,0.0348
SLONE,0.5664,0.0284
SMARTLINK,0.519,0.0147
SMCGLOBAL,0.3884,0.0203
SMLMAH,0.5251,0.0215
SMLT,0.5502,0.0153
SMSPHARMA,0.4907,0.0145
SMVD,0.4684,0.0036
SNOWMAN,0.4845,0.0135
SOBHA,0.4775,0.0166
SOFTTECH,0.4625,0.0209
SOLARA,0.5211,0.0229
SOLARINDS,0.3515,0.0133
SOLEX,0.6465,0.0274
SOMANYCERA,0.4234,0.0183
SOMATEX,0.585,0.0259
SOMICONVEY,0.6474,0.0083
SONACOMS,0.3818,0.0118
SONAMAC,0.6158,0.0273
SONAMLTD,0.4568,0.0187
SONATSOFTW,0.4307,0.0276
SONUINFRA,0.6221,0.0216
SOTAC,0.4957,0.0
SOTL,0.4034,0.0446
SOUTHBANK,0.4437,0.0158
SOUTHWEST,0.546,0.0261
SPAL,0.5331,0.0248
SPANDANA,0.5177,0.0242
SPARC,0.5114,0.0325
SPCENET,0.5123,0.0164
SPCL,0.5486,0.0216
SPECIALITY,0.5015,0.017
SPECTRUM,0.4597,0.0252
SPECTSTM,0.6194,0.0333
SPENCERS,0.5266,0.0198
SPIC,0.5332,0.022
SPLIL,0.5432,0.0187
SPLPETRO,0.4053,0.015
SPMLINFRA,0.5804,0.0232
SPORTKING,0.4723,0.0291
SPRL,0.4225,0.0128
SRD,0.4797,0.0134
SREEL,0.4177,0.0116
SRF,0.32,0.0117
SRGHFL,0.435,0.0117
SRHHYPOLTD,0.5381,0.0128
SRIVASAVI,0.6509,0.0318
SRM,0.502,0.0213
SSDL,0.395,0.0139
SSFL,0.6606,0.04
SSWL,0.4034,0.0268
STALLION,0.7565,0.0337
STANLEY,0.4277,0.0208
STAR,0.509,0.0251
STARCEMENT,0.3505,0.0095
STARHEALTH,0.2993,0.0069
STARPAPER,0.4038,0.01
STARTECK,0.5252,0.0098
STCINDIA,0.5541,0.0246
STEELCAS,0.4346,0.0139
STEELCITY,0.4757,0.0122
STEELXIND,0.5046,0.029
STEL,0.519,0.0275
STERTOOLS,0.5074,0.0265
STLTECH,0.5091,0.0401
STOVEKRAFT,0.4468,0.0161
STYLAMIND,0.4155,0.0134
STYLEBAAZA,0.5819,0.0119
STYRENIX,0.4132,0.013
SUBEXLTD,0.5884,0.0275
SUBROS,0.4603,0.0162
SUDARCOLOR,0.431,0.0125
SUDARSCHEM,0.4147,0.0191
SUKHJITS,0.3928,0.0197
SULA,0.3636,0.0117
SUMEETINDS,1.7839,0.031
SUMICHEM,0.3624,0.0153
SUMIT,0.5567,0.0272
SUMMITSEC,0.4438,0.0139
SUNCLAY,0.4237,0.0122
SUNDARAM,0.5047,0.0094
SUNDARMFIN,0.3367,0.0169
SUNDRMBRAK,0.4741,0.0202
SUNDRMFAST,0.3121,0.0098
SUNDROP,0.3834,0.0142
SUNFLAG,0.5368,0.0318
SUNPHARMA,0.2465,0.0047
SUNREST,0.5821,0.0169
SUNTECK,0.4355,0.0243
SUNTV,0.3401,0.0117
SUPERHOUSE,0.4852,0.014
SUPERSPIN,0.5441,0.0232
SUPRAJIT,0.3785,0.0167
SUPREME,0.5539,0.016
SUPREMEENG,0.5813,0.027
SUPREMEIND,0.3425,0.0115
SUPREMEINF,0.5021,0.0312
SUPREMEPWR,0.6242,0.0287
SUPRIYA,0.4844,0.0481
SURAJEST,0.5066,0.0239
SURAJLTD,0.4716,0.016
SURAKSHA,0.3429,0.0116
SURANASOL,0.5685,0.0104
SURANAT&P,0.5877,0.015
SURANI,0.561,0.0179
SURYALAXMI,0.5299,0.0153
SURYAROSNI,0.5117,0.0184
SURYODAY,0.4498,0.0155
SUTLEJTEX,0.5198,0.0244
SUVEN,0.5577,0.0297
SUVIDHAA,0.5541,0.0134
SUYOG,0.4804,0.0236
SUZLON,0.5511,0.0182
SVLL,0.4063,0.0468
SVPGLOB,0.5502,0.0206
SWANCORP,0.4955,0.0138
SWANDEF,0.5812,0.0167
SWARAJ,0.5655,0.03
SWARAJENG,0.3209,0.0087
SWASTIK,0.5357,0.0013
SWELECTES,0.5937,0.0189
SWIGGY,0.4542,0.0226
SWSOLAR,0.5041,0.026
SYLVANPLY,0.5907,0.0048
SYMPHONY,0.3464,0.0091
SYNCOMF,0.5143,0.017
SYNGENE,0.3032,0.0146
SYNOPTICS,0.5435,0.0379
SYRMA,0.4566,0.022
SYSTANGO,0.5613,0.0186
TAC,0.7514,0.0245
TAINWALCHM,0.6169,0.0179
TAJGVK,0.452,0.0214
TAKE,0.5272,0.0046
TALBROAUTO,0.525,0.013
TANLA,0.5088,0.0192
TAPIFRUIT,0.4837,0.0129
TARACHAND,0.6055,0.0191
TARAPUR,0.4985,0.0348
TARC,0.4904,0.0168
TARIL,0.6417,0.0193
TARMAT,0.5898,0.0052
TARSONS,0.3986,0.0266
TASTYBITE,0.4036,0.0157
TATACHEM,0.3431,0.0118
TATACOMM,0.3657,0.0132
TATACONSUM,0.2786,0.0107
TATAELXSI,0.3788,0.0156
TATAINVEST,0.402,0.0151
TATAPOWER,0.3663,0.009
TATASTEEL,0.3586,0.0094
TATATECH,0.2795,0.0211
TATSILV,0.4444,0.0197
TATVA,0.3923,0.0234
TBI,0.5276,0.0268
TBOTEK,0.4184,0.0225
TBZ,0.5297,0.043
TCI,0.4142,0.0129
TCIEXP,0.3855,0.0242
TCIFINANCE,0.5212,0.0644
TCL,0.6181,0.0186
TCPLPACK,0.4952,0.0201
TCS,0.2437,0.0184
TDPOWERSYS,0.5144,0.0289
TEAMGTY,0.624,0.0105
TEAMLEASE,0.3624,0.0043
TECH,0.2317,0.0151
TECHLABS,0.6409,0.0407
TECHM,0.303,0.0167
TECHNOE,0.4495,0.016
TECILCHEM,0.5644,0.0139
TEGA,0.3819,0.0274
TEJASNET,0.5375,0.0315
TEMBO,0.4697,0.0197
TERASOFT,0.6512,0.0266
TEXINFRA,0.4896,0.0095
TEXMOPIPES,0.5513,0.0276
TEXRAIL,0.5558,0.017
TFCILTD,0.5242,0.0079
TFL,0.5397,0.0104
TGBHOTELS,0.5025,0.0076
TGL,0.6008,0.0299
THANGAMAYL,0.5016,0.0325
THEINVEST,0.5062,0.0188
THEJO,0.5009,0.0172
THELEELA,0.2954,0.017
THEMISMED,0.5208,0.0218
THERMAX,0.3628,0.0195
THOMASCOOK,0.5111,0.0292
THOMASCOTT,0.5168,0.0344
THYROCARE,0.9433,0.015
TI,0.4971,0.0156
TICL,0.625,0.0215
TIIL,0.532,0.0134
TIINDIA,0.4033,0.0196
TIJARIA,0.524,0.0242
TIL,1.2119,0.0194
TIMESCAN,0.6516,0.0156
TIMETECHNO,0.4842,0.0182
TIMKEN,0.3693,0.0119
TINNARUBR,0.4175,0.0208
TIPSFILMS,0.596,0.0228
TIPSMUSIC,0.4901,0.0187
TIRUMALCHM,0.5018,0.0303
TIRUPATI,0.4179,0.0086
TIRUPATIFL,0.515,0.0178
TITAGARH,0.5152,0.0203
TITAN,0.278,0.0155
TMB,0.2701,0.015
TMPV,0.4337,0.0143
TNPETRO,0.4303,0.012
TNPL,0.3919,0.008
TNTELE,0.5103,0.0135
TOKYOPLAST,0.4886,0.0137
TOLINS,0.5048,0.0245
TORNTPHARM,0.2667,0.0109
TORNTPOWER,0.357,0.0099
TOTAL,0.5349,0.0187
TOUCHWOOD,0.5289,0.0104
TPHQ,0.4321,0.01
TPLPLASTEH,0.5726,0.0194
TRACXN,0.4588,0.0148
TRANSRAILL,0.4785,0.0154
TRANSTEEL,0.4681,0.0204
TRANSWIND,0.4502,0.0069
TRANSWORLD,0.5924,0.0253
TREEHOUSE,0.5379,0.0155
TREJHARA,0.5741,0.0171
TREL,0.4654,0.0122
TRENT,0.4066,0.014
TRF,0.5387,0.0199
TRIDENT,0.4608,0.0112
TRIDHYA,0.5804,0.0171
TRIGYN,0.5528,0.0184
TRITURBINE,0.4859,0.024
TRIVENI,0.4761,0.0146
TRU,0.5931,0.0204
TRUST,0.6005,0.0314
TSFINV,0.443,0.0133
TTKHLTCARE,0.3937,0.0089
TTKPRESTIG,0.3352,0.013
TTL,0.5058,0.0166
TTML,0.592,0.0231
TUNWAL,0.5291,0.0121
TVSELECT,0.5502,0.0181
TVSHLTD,0.3759,0.0082
TVSMOTOR,0.3096,0.0118
TVSSCS,0.3954,0.0333
TVSSRICHAK,0.3934,0.0142
TVTODAY,0.3949,0.0144
TVVISION,0.5036,0.0208
UBL,0.2642,0.0123
UCAL,0.449,0.0094
UCL,0.667,0.0014
UCOBANK,0.4363,0.0129
UDS,0.4228,0.0175
UEL,1.2486,0.0207
UFBL,0.4945,0.0338
UFLEX,0.4051,0.0169
UFO,0.4626,0.0109
UGARSUGAR,0.5122,0.0131
UGROCAP,0.4197,0.0132
UJJIVANSFB,0.4289,0.0152
ULTRACEMCO,0.2678,0.0115
UMA,0.5192,0.0073
UMAEXPORTS,0.5584,0.0268
UMESLTD,0.5394,0.0201
UMIYA-MRO,0.585,0.012
UNICHEMLAB,0.4718,0.0355
UNIDT,0.48,0.0172
UNIECOM,0.4964,0.0169
UNIENTER,0.4373,0.0107
UNIHEALTH,0.5004,0.0277
UNIINFO,0.5935,0.0167
UNIMECH,0.4867,0.0362
UNIONBANK,0.4144,0.0135
UNIPARTS,0.336,0.0123
UNITDSPR,0.2902,0.0103
UNITECH,0.5169,0.0217
UNITEDPOLY,0.5706,0.009
UNITEDTEA,0.398,0.0097
UNIVASTU,0.57,0.0241
UNIVCABLES,0.5173,0.0394
UNIVPHOTO,0.5724,0.0187
UNOMINDA,0.3967,0.0194
UPL,0.3465,0.0118
URAVIDEF,0.4258,0.0131
URBAN,0.6585,0.0102
URJA,0.5324,0.0208
USASEEDS,0.5928,0.0209
USHAMART,0.4973,0.016
USK,0.5395,0.0295
UTIAMC,0.3498,0.0086
UTKARSHBNK,0.4316,0.0212
UTTAMSUGAR,0.5252,0.0147
UWCSL,0.3381,0.0103
UYFINCORP,0.5023,0.0125
V2RETAIL,0.5107,0.0314
VADILALIND,0.4652,0.0275
VAIBHAVGBL,0.4525,0.019
VAISHALI,0.5648,0.0082
VAKRANGEE,0.5517,0.0109
VALIANTLAB,0.4641,0.0224
VALIANTORG,0.4789,0.0269
VARDHACRLC,0.4382,0.0177
VARDMNPOLY,0.5757,0.0225
VARROC,0.4625,0.0222
VASA,0.3899,0.0031
VASCONEQ,0.5842,0.019
VASWANI,0.6371,0.0269
VBL,0.3646,0.01
VCL,0.5664,0.0145
VEDL,0.4994,0.0176
VEEDOL,0.3493,0.0113
VEEKAYEM,0.5523,0.0233
VELS,0.51,0.0
VENKEYS,0.4211,0.0151
VENTIVE,0.3653,0.0159
VENUSPIPES,0.3961,0.0196
VENUSREM,0.4242,0.0397
VERA,0.3421,0.0
VERANDA,0.5719,0.0201
VERITAAS,0.5272,0.0071
VERTEXPLUS,0.5128,0.0247
VERTOZ,0.5685,0.0283
VESUVIUS,0.3815,0.0115
VETO,0.5149,0.0242
VGL,0.556,0.0251
VGUARD,0.2876,0.0147
VHL,0.4348,0.0084
VHLTD,0.5523,0.0069
VIAZ,0.4699,0.0167
VIDHIING,0.4529,0.0098
VIJAYA,0.4197,0.0254
VIJIFIN,0.7697,0.0117
VIKASECO,0.5427,0.0089
VIKASLIFE,0.5182,0.0102
VILAS,0.5814,0.0155
VILINBIO,0.6037,0.0086
VIMTALABS,0.5536,0.026
VINATIORGA,0.3197,0.0091
VINCOFE,0.4257,0.0155
VINDHYATEL,0.4574,0.0414
VINEETLAB,0.5744,0.0161
VINNY,0.4954,0.0218
VINSYS,0.4936,0.0248
VINYAS,0.5779,0.0403
VINYLINDIA,0.5383,0.0147
VIPCLOTHNG,0.5008,0.0105
VIPIND,0.4029,0.0288
VIPULLTD,0.5331,0.0195
VIRINCHI,0.4804,0.0255
VISAKAIND,0.4576,0.0173
VISAMAN,0.487,0.0
VISASTEEL,0.5107,0.0336
VISHNU,0.47,0.0189
VISHNUINFR,0.5875,0.0172
VISHWARAJ,0.4374,0.0204
VISHWAS,0.4946,0.0123
VITAL,0.5029,0.0265
VIVIANA,0.6638,0.0178
VIVIDHA,0.8595,0.0182
VIVIMEDLAB,1.8065,0.0177
VIVO,0.4406,0.0142
VIYASH,0.5105,0.0151
VLEGOV,0.6187,0.0151
VLSFINANCE,0.4819,0.0101
VMARCIND,0.6446,0.0338
VMART,0.3848,0.015
VMM,0.3505,0.0112
VOLTAMP,0.4587,0.0213
VOLTAS,0.3217,0.0136
VPRPL,0.5467,0.0437
VR,0.6299,0.0059
VRAJ,0.4087,0.0133
VRLLOG,0.3896,0.015
VSCL,0.4695,0.0153
VSSL,0.4552,0.0133
VSTIND,0.2987,0.0064
VSTL,0.4788,0.0119
VSTTILLERS,0.3996,0.0134
VTL,0.3916,0.0147
WAAREEENER,0.5013,0.0063
WAAREEINDO,0.4907,0.0202
WAAREERTL,0.4509,0.0125
WABAG,0.4764,0.0222
WALCHANNAG,0.5718,0.0263
WALPAR,0.5446,0.0393
WANBURY,0.4992,0.0327
WCIL,0.407,0.018
WEALTH,0.4952,0.0241
WEBELSOLAR,0.5961,0.0218
WEIZMANIND,0.6217,0.0198
WEL,0.5162,0.0084
WELCORP,0.4678,0.0142
WELENT,0.4672,0.0129
WELINV,0.5471,0.0184
WELSPUNLIV,0.501,0.0165
WENDT,0.444,0.0195
WESTLIFE,0.3566,0.0252
WEWIN,0.5298,0.0229
WHEELS,0.4131,0.0196
WHIRLPOOL,0.3333,0.0128
WILLAMAGOR,0.6169,0.0221
WINDLAS,0.4139,0.0106
WINDMACHIN,0.5764,0.0207
WINNY,0.5674,0.0139
WINSOL,0.5747,0.0222
WINSOME,3.0,0.0093
WIPL,0.3962,0.0125
WIPRO,0.2883,0.0168
WOCKPHARMA,0.5304,0.0391
WOMANCART,0.6488,0.0171
WONDERLA,0.3955,0.0098
WORTHPERI,0.5285,0.0137
WSI,0.5155,0.0136
WSTCSTPAPR,0.4268,0.0188
WTICAB,0.5734,0.0245
XCHANGING,0.4818,0.0158
XELPMOC,0.5777,0.0269
XPROINDIA,0.5465,0.0254
XTGLOBAL,0.6194,0.0155
YASHO,0.4579,0.0357
YASHOPTICS,0.4298,0.0163
YATHARTH,0.4031,0.0101
YATRA,0.5134,0.0209
YCCL,0.513,0.0367
YESBANK,0.6169,0.0156
YUDIZ,0.5579,0.0279
YUKEN,0.4186,0.0113
ZAGGLE,0.5668,0.0166
ZEAL,0.6147,0.0121
ZEEL,0.5494,0.0346
ZEELEARN,0.5401,0.0339
ZEEMEDIA,0.5496,0.017
ZENITHDRUG,0.6551,0.038
ZENITHEXPO,0.5622,0.0224
ZENITHSTL,0.6062,0.0256
ZENSARTECH,0.441,0.0204
ZENTEC,0.5572,0.0241
ZFCVINDIA,0.3137,0.0125
ZIMLAB,0.4824,0.016
ZODIAC,0.5432,0.0185
ZODIACLOTH,0.4504,0.0078
ZOTA,0.442,0.0225
ZTECH,0.4873,0.0173
ZUARI,0.5483,0.0168
ZUARIIND,0.575,0.0196
ZYDUSLIFE,0.2875,0.0072
ZYDUSWELL,0.286,0.0176
