Date,Portfolio_Return,Portfolio_Value,Cumulative_Return,Drawdown,High_Water_Mark
2023-09-18,-0.0031330742332410038,1764796.1488844536,0.7647961488844537,-0.009734738517817032,1782144.8631278742
2023-09-20,-0.004744268543194391,1756423.4820301502,0.7564234820301503,-0.014432822847285198,1782144.8631278742
2023-09-21,-0.007880161286029103,1742582.581705184,0.7425825817051839,-0.022199251161464928,1782144.8631278742
2023-09-22,-0.0010433239763428211,1740764.5035169336,0.7407645035169337,-0.023219414126814164,1782144.8631278742
2023-09-25,0.0014774992598150022,1743336.4817823921,0.7433364817823922,-0.021776221534184792,1782144.8631278742
2023-09-26,0.0072877808199626,1756041.5359570668,0.7560415359570669,-0.014647141043850342,1782144.8631278742
2023-09-27,0.007827546047149227,1769787.0319404777,0.7697870319404776,-0.006934246167680791,1782144.8631278742
2023-09-28,-0.0044259857734487516,1761953.9797150749,0.761953979715075,-0.011329541066241955,1782144.8631278742
2023-09-29,0.009222682459647863,1778203.9217785,0.7782039217785002,-0.0022113473662613847,1782144.8631278742
2023-10-03,-0.0011108002520347259,1776228.6924140195,0.7762286924140196,-0.0033196912530842893,1782144.8631278742
2023-10-04,-0.013966715310213217,1751420.6119412407,0.7514206119412408,-0.01724004138064783,1782144.8631278742
2023-10-05,-0.0006792081945145275,1750231.0327095687,0.7502310327095687,-0.017907539997782718,1782144.8631278742
2023-10-06,0.005482108392257975,1759825.988942376,0.7598259889423762,-0.012523602680831414,1782144.8631278742
2023-10-09,-0.01591937278706435,1731810.6629840385,0.7318106629840384,-0.02824360756818234,1782144.8631278742
2023-10-10,0.013767760554282414,1755653.8175173556,0.7556538175173555,-0.014864698240087959,1782144.8631278742
2023-10-11,0.0068297187104035175,1767644.4392438452,0.7676444392438451,-0.008136501237379301,1782144.8631278742
2023-10-12,0.010172590865483767,1785625.9629199202,0.7856259629199203,0.0,1785625.9629199202
2023-10-13,-0.0025040887689161233,1781154.5970006874,0.7811545970006875,-0.0025040887689161684,1785625.9629199202
2023-10-16,0.0012101320989813407,1783310.029351766,0.7833100293517661,-0.00129698694813285,1785625.9629199202
2023-10-17,0.002049466957424033,1786964.8643317656,0.7869648643317655,0.0,1786964.8643317656
2023-10-18,-0.006075713178294884,1776107.778356395,0.776107778356395,-0.006075713178295028,1786964.8643317656
2023-10-19,0.0018604429983178044,1779412.125636896,0.779412125636896,-0.004226573698019487,1786964.8643317656
2023-10-20,-0.007472696677907954,1766115.11855702,0.7661151185570201,-0.011667686472695227,1786964.8643317656
2023-10-23,-0.028610548240856407,1715585.5967586387,0.7155855967586386,-0.03994441580686536,1786964.8643317656
2023-10-25,-0.005894739612534124,1705472.6663827323,0.7054726663827324,-0.045603693489243424,1786964.8643317656
2023-10-26,-0.00563698296201308,1695858.9460201538,0.6958589460201539,-0.05098360920805278,1786964.8643317656
2023-10-27,0.01712278915383384,1724896.7811875,0.7248967811875,-0.03473380164498974,1786964.8643317656
