Security_ID,Symbol,Company_Name,Sector,Rank,Alpha_Adjusted,Weight,Last_Close,Market_Cap,ADV_20D,Portfolio_Date,Engine_Version,Current_Weight,Optimized_Weight,Weight_Change
SECE103320D,INDUSTOWER,Indus Towers Limited,Communication Services,7.0,0.8710526315789474,0.0225853370204692,420.8999938964844,1108015280054.4707,2733181575.117189,2026-06-12,1.0.0,0.0225853370204692,0.04999999999999996,0.02741466297953076
SECF5E25039,CUPID,Cupid Limited,Consumer Defensive,11.0,0.8644444444444446,0.0186212549529847,159.83999633789062,214594396188.70544,2129550510.7044053,2026-06-12,1.0.0,0.0186212549529847,0.049999999999999954,0.03137874504701525
SECA722432A,LAURUSLABS,Laurus Labs Limited,Healthcare,6.0,0.8746031746031747,0.0214305474044527,1392.199951171875,755809166617.0,2304859375.517785,2026-06-12,1.0.0,0.0214305474044527,0.04999999999999995,0.028569452595547246
SECBC710BBF,PHOENIXLTD,The Phoenix Mills Limited,Real Estate,4.0,0.8892857142857142,0.0209886656963214,1751.0,623331592608.9569,765248267.053009,2026-06-12,1.0.0,0.0209886656963214,0.04999999999999995,0.029011334303678547
SECE38F61AD,JSWSTEEL,JSW Steel Limited,Basic Materials,5.0,0.8836575875486381,0.0213423248739583,1297.0999755859375,3165996605790.6978,2056179374.2716308,2026-06-12,1.0.0,0.0213423248739583,0.04999999999999993,0.028657675126041633
SEC6ACA80F1,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Industrials,8.0,0.8703470031545743,0.0239763587470696,1804.0999755859373,4125469104629.799,3373669639.0795164,2026-06-12,1.0.0,0.0239763587470696,0.049999999999999885,0.026023641252930284
SEC17154FBC,FEDERALBNK,The Federal Bank Limited,Financial Services,3.0,0.9012269938650308,0.0206536566336229,315.95001220703125,778449810214.7582,5735660901.565318,2026-06-12,1.0.0,0.0206536566336229,0.049999999999999885,0.029346343366376985
SECE827CE80,ANANDRATHI,Anand Rathi Wealth Limited,Financial Services,13.0,0.8549079754601226,0.0123609172207041,1756.0,290821280902.0,1474407316.2474976,2026-06-12,1.0.0,0.0123609172207041,0.049999999999999864,0.037639082779295764
SECE496E96D,NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,12.0,0.8642023346303502,0.0177534669117742,7268.5,371823202750.0,1027275226.45,2026-06-12,1.0.0,0.0177534669117742,0.049999999999999864,0.032246533088225664
SEC3FF4377F,MAHABANK,Bank of Maharashtra,Financial Services,21.0,0.8450920245398773,0.0137942996732158,86.30000305175781,659473904982.0659,1050737736.3119464,2026-06-12,1.0.0,0.0137942996732158,0.0319548920606319,0.018160592387416102
SEC2FE15581,NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,23.0,0.8439922480620154,0.021201270135853,271.0,771227796787.0096,1879164541.978723,2026-06-12,1.0.0,0.021201270135853,0.01804510793936826,-0.0031561621964847388
SEC0BE45679,POWERINDIA,Hitachi Energy India Limited,Industrials,26.0,0.8406940063091483,0.0236957234556814,34185.0,1518803269225.0,7157744736.0,2026-06-12,1.0.0,0.0236957234556814,2.0338682910689366e-16,-0.023695723455681196
SEC0BDD67BA,MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,27.0,0.837984496124031,0.0226576847906215,143.4499969482422,1494697571482.7888,3802947477.0305176,2026-06-12,1.0.0,0.0226576847906215,1.538488693346061e-16,-0.022657684790621347
SEC813579CA,SONACOMS,Sona BLW Precision Forgings Limited,Consumer Cyclical,47.0,0.8135658914728684,0.0182001045682118,589.0,366032582500.76935,805761599.3373016,2026-06-12,1.0.0,0.0182001045682118,1.1629375306292424e-16,-0.01820010456821168
SEC8467BBC9,NESTLEIND,Nestlé India Limited,Consumer Defensive,43.0,0.821111111111111,0.0224387385352618,1383.0,2739749080011.9727,2801292064.615503,2026-06-12,1.0.0,0.0224387385352618,1.1135565778574834e-16,-0.02243873853526169
SECC2E751BE,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,38.0,0.8277777777777777,0.0229921229331528,8511.0,1224398246683.5,3880171828.7,2026-06-12,1.0.0,0.0229921229331528,1.047831349750685e-16,-0.022992122933152694
SEC604401C1,ACUTAAS,Acutaas Chemicals Limited,Basic Materials,22.0,0.8441634241245136,0.0174012092902968,3147.10009765625,256395788769.78665,1330672150.8816895,2026-06-12,1.0.0,0.0174012092902968,8.890220354196419e-17,-0.01740120929029671
SEC3F90165F,RRKABEL,R R Kabel Limited,Industrials,39.0,0.8264984227129338,0.0181104834288384,2150.39990234375,243493536686.7297,1269464695.2124023,2026-06-12,1.0.0,0.0181104834288384,6.892669964155308e-17,-0.01811048342883833
SEC10D35CD2,SBIN,State Bank of India,Financial Services,36.0,0.8302147239263803,0.0232725996848592,1014.5,4126793239582.544,8773996818.526707,2026-06-12,1.0.0,0.0232725996848592,4.6118138468005905e-17,-0.023272599684859153
SEC9BFC6369,MARICO,Marico Limited,Consumer Defensive,45.0,0.8161111111111111,0.0188589092234991,818.5,1061839224929.95,1345999925.6837585,2026-06-12,1.0.0,0.0188589092234991,4.5803954504589074e-17,-0.018858909223499056
SEC8084428B,TITAN,Titan Company Limited,Consumer Cyclical,48.0,0.8125968992248063,0.0224050247823875,4124.0,3657287606980.0,3426222277.4719973,2026-06-12,1.0.0,0.0224050247823875,3.949941412846523e-17,-0.022405024782387463
SEC810017B2,KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,42.0,0.8230283911671923,0.0165293663568896,1872.0,268952896400.0,671078758.9071411,2026-06-12,1.0.0,0.0165293663568896,3.4103148170246475e-17,-0.016529366356889567
SEC910FE0F6,GRASIM,Grasim Industries Limited,Basic Materials,37.0,0.8295719844357976,0.0199667510582008,3107.5,2101928744185.5864,2760642338.060632,2026-06-12,1.0.0,0.0199667510582008,2.887086733074693e-17,-0.019966751058200772
SECA8D30DA3,CGPOWER,CG Power and Industrial Solutions Limited,Industrials,34.0,0.8324921135646688,0.022426706882935,909.5999755859376,1425337215345.0,3510287698.27728,2026-06-12,1.0.0,0.022426706882935,2.8847645996530654e-17,-0.022426706882934973
SEC5E2FCDD9,WAAREEENER,WAAREE ENERGIES LIMITED,Technology,50.0,0.8099056603773584,0.0197982093465519,3023.60009765625,872676634168.4753,3060762629.659045,2026-06-12,1.0.0,0.0197982093465519,2.7014636290380823e-17,-0.01979820934655187
SEC6E162A52,AETHER,Aether Industries Limited,Basic Materials,31.0,0.8342412451361868,0.0134897409599067,1151.800048828125,153424754893.93665,405966353.5218506,2026-06-12,1.0.0,0.0134897409599067,2.6355534972139896e-17,-0.013489740959906673
SECD98B2F18,BSE,BSE Limited,Financial Services,49.0,0.8115030674846625,0.0216850799531143,4019.0,1613632028905.879,8773996818.526707,2026-06-12,1.0.0,0.0216850799531143,2.1631546014540155e-17,-0.021685079953114278
SEC3BD55433,GPIL,Godawari Power & Ispat Limited,Basic Materials,46.0,0.8138132295719845,0.0160770207770766,277.29998779296875,181516682970.0,1415119810.6218064,2026-06-12,1.0.0,0.0160770207770766,2.0479230414982025e-17,-0.016077020777076578
SECE6819099,ADANIENSOL,Adani Energy Solutions Limited,Utilities,32.0,0.8333333333333335,0.0182435733252108,1493.0999755859375,1792553899736.021,5095655373.06814,2026-06-12,1.0.0,0.0182435733252108,9.534065427401668e-18,-0.018243573325210788
SEC681E0717,CRAFTSMAN,Craftsman Automation Limited,Consumer Cyclical,40.0,0.8259689922480621,0.0162708392703216,8863.0,210406242060.0,497216183.9,2026-06-12,1.0.0,0.0162708392703216,3.98041435924571e-18,-0.016270839270321597
SECDCBF746B,SHYAMMETL,Shyam Metalics and Energy Limited,Basic Materials,41.0,0.8247081712062256,0.0159280904807013,986.75,274974698093.1006,698681971.9648132,2026-06-12,1.0.0,0.0159280904807013,2.0720560696201032e-18,-0.015928090480701297
SEC23029172,ADANIPOWER,Adani Power Limited,Utilities,29.0,0.835185185185185,0.0232526240012415,220.47000122070312,4126793239582.544,8701394964.536728,2026-06-12,1.0.0,0.0232526240012415,0.0,-0.0232526240012415
SECBFB674BF,TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,28.0,0.8361111111111111,0.0222795389954635,4569.2998046875,1548083320155.3125,2354768015.4289308,2026-06-12,1.0.0,0.0222795389954635,0.0,-0.0222795389954635
SEC31D4BC12,GVT&D,GE Vernova T&D India Ltd,Industrials,33.0,0.832807570977918,0.0226551674540102,4890.0,1253219765557.5,4744110174.789648,2026-06-12,1.0.0,0.0226551674540102,0.0,-0.0226551674540102
SEC06DCFAD7,SAIL,Steel Authority of India Limited,Basic Materials,20.0,0.8464980544747083,0.0199604255004073,183.8999938964844,754275225545.3625,4376503251.329583,2026-06-12,1.0.0,0.0199604255004073,0.0,-0.0199604255004073
SEC3069B975,APARINDS,APAR Industries Limited,Industrials,24.0,0.8430599369085173,0.0210343348602527,15300.0,612255341400.0,1849503312.0,2026-06-12,1.0.0,0.0210343348602527,0.0,-0.0210343348602527
SEC40D715C2,HINDCOPPER,Hindustan Copper Limited,Basic Materials,30.0,0.8346303501945526,0.0184223106968242,508.7000122070313,491635005865.7538,2373609351.892441,2026-06-12,1.0.0,0.0184223106968242,0.0,-0.0184223106968242
SECD3E0F146,NATIONALUM,National Aluminium Company Limited,Basic Materials,25.0,0.8418287937743191,0.019846743819672,376.2000122070313,692685667257.1392,5481602198.980354,2026-06-12,1.0.0,0.019846743819672,0.0,-0.019846743819672
SECA6E1B437,BELRISE,BELRISE INDUSTRIES LTD,Consumer Cyclical,35.0,0.8315891472868218,0.0177010186579581,227.44000244140625,201700020917.55493,1145386952.1773925,2026-06-12,1.0.0,0.0177010186579581,0.0,-0.0177010186579581
SECFA5934F9,JINDALSTEL,Jindal Steel Limited,Basic Materials,44.0,0.8184824902723735,0.0179788581627996,1147.4000244140625,1161869682805.318,1024062529.702185,2026-06-12,1.0.0,0.0179788581627996,0.0,-0.0179788581627996
