Execution_Rank,Symbol,Signal,Action,Signal_Score,Current_Weight,Target_Weight,Weight_Change,Priority_Score,Run_Timestamp
420,ORIENTCEM,REDUCE,TRIM,32.25634178905207,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
421,GREENPANEL,REDUCE,TRIM,32.1762349799733,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
422,RAMAPHO,REDUCE,TRIM,32.01602136181576,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
423,LEMONTREE,REDUCE,TRIM,32.00934579439252,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
424,GULFOILLUB,REDUCE,TRIM,31.92923898531376,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
425,PVSL,REDUCE,TRIM,31.92256341789052,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
426,JKLAKSHMI,REDUCE,TRIM,31.902536715620823,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
427,ZUARIIND,REDUCE,TRIM,31.89919893190921,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
428,SUDARSCHEM,REDUCE,TRIM,31.85580774365821,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
429,BDL,REDUCE,TRIM,31.795727636849136,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
430,DBREALTY,REDUCE,TRIM,31.705607476635517,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
431,HCLTECH,REDUCE,TRIM,31.695594125500666,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
432,MASTEK,REDUCE,TRIM,31.64886515353805,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
433,EIHOTEL,REDUCE,TRIM,31.62883845126836,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
434,EIHAHOTELS,REDUCE,TRIM,31.55874499332443,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
435,CELLO,REDUCE,TRIM,31.555407209612817,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
436,YATRA,REDUCE,TRIM,31.52536715620828,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
437,KALYANKJIL,REDUCE,TRIM,31.52202937249666,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
438,INOXWIND,REDUCE,TRIM,31.51869158878505,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
439,EMBDL,REDUCE,TRIM,31.491989319092124,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
440,PGHH,REDUCE,TRIM,31.431909212283045,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
441,IDBI,REDUCE,TRIM,31.15487316421896,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
442,KALAMANDIR,REDUCE,TRIM,31.14485981308411,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
443,VIPCLOTHNG,REDUCE,TRIM,31.12817089452603,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
444,KCPSUGIND,REDUCE,TRIM,31.124833110814414,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
445,ARIHANTSUP,REDUCE,TRIM,31.104806408544725,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
446,XCHANGING,REDUCE,TRIM,31.098130841121492,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
447,WESTLIFE,REDUCE,TRIM,30.994659546061413,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
448,LTM,REDUCE,TRIM,30.98464619492657,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
449,SOLEX,REDUCE,TRIM,30.907877169559413,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
450,SBICARD,REDUCE,TRIM,30.88785046728972,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
451,TRANSRAILL,REDUCE,TRIM,30.85113484646195,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
452,NETWORK18,REDUCE,TRIM,30.7543391188251,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
453,KIRIINDUS,REDUCE,TRIM,30.74766355140187,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
454,HPAL,REDUCE,TRIM,30.714285714285715,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
455,RUSTOMJEE,REDUCE,TRIM,30.68090787716956,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
456,BAJAJELEC,REDUCE,TRIM,30.654205607476637,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
457,CAPACITE,REDUCE,TRIM,30.620827770360485,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
458,SAKSOFT,REDUCE,TRIM,30.564085447263015,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
459,KRSNAA,REDUCE,TRIM,30.514018691588788,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
460,LIBERTSHOE,REDUCE,TRIM,30.49399198931909,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
461,TCPLPACK,REDUCE,TRIM,30.477303070761018,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
462,NURECA,REDUCE,TRIM,30.423898531375173,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
463,VIDHIING,REDUCE,TRIM,30.420560747663554,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
464,ARIHANTCAP,REDUCE,TRIM,30.387182910547395,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
465,JKIL,REDUCE,TRIM,30.33044058744993,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
466,JYOTHYLAB,REDUCE,TRIM,30.31041388518024,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
467,TARC,REDUCE,TRIM,30.29038718291055,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
468,SPENCERS,REDUCE,TRIM,30.240320427236316,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
469,JUBLFOOD,REDUCE,TRIM,30.17690253671562,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
470,HERANBA,REDUCE,TRIM,30.09012016021362,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
471,ABREL,REDUCE,TRIM,30.03004005340454,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
472,CSLFINANCE,REDUCE,TRIM,30.02670226969293,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
473,DEVYANI,REDUCE,TRIM,30.020026702269696,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
474,SWANCORP,REDUCE,TRIM,30.020026702269696,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
475,LATENTVIEW,REDUCE,TRIM,29.88985313751669,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
476,HIKAL,REDUCE,TRIM,29.886515353805077,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
477,DAMCAPITAL,REDUCE,TRIM,29.869826435247,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
478,NEWGEN,REDUCE,TRIM,29.83978638184246,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
479,UTIAMC,REDUCE,TRIM,29.776368491321765,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
480,EPACK,REDUCE,TRIM,29.66622162883845,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
481,KUANTUM,REDUCE,TRIM,29.63618157543391,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
482,LINC,REDUCE,TRIM,29.59946595460614,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
483,KEC,REDUCE,TRIM,29.4392523364486,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
484,TRANSTEEL,REDUCE,TRIM,29.425901201602137,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
485,FIRSTCRY,REDUCE,TRIM,29.41255006675567,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
486,WCIL,REDUCE,TRIM,29.402536715620823,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
487,SULA,REDUCE,TRIM,29.402536715620823,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
488,AARTIPHARM,REDUCE,TRIM,29.35580774365821,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
489,DCAL,REDUCE,TRIM,29.32242990654205,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
490,YUKEN,REDUCE,TRIM,29.312416555407207,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
491,MANAKCOAT,REDUCE,TRIM,29.289052069425903,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
492,BPL,REDUCE,TRIM,29.2890520694259,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
493,GHCL,REDUCE,TRIM,29.28237650200267,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
494,RKSWAMY,REDUCE,TRIM,29.252336448598133,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
495,ARKADE,REDUCE,TRIM,29.248998664886518,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
496,MHRIL,REDUCE,TRIM,29.228971962616825,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
497,ORIENTTECH,REDUCE,TRIM,29.17556742323098,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
498,SIGNATURE,REDUCE,TRIM,29.168891855807743,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
499,SUDARCOLOR,REDUCE,TRIM,29.09212283044059,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
500,PENIND,REDUCE,TRIM,29.025367156208283,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
501,PAKKA,REDUCE,TRIM,28.94192256341789,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
502,DENTA,REDUCE,TRIM,28.868491321762352,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
503,TRIGYN,REDUCE,TRIM,28.77503337783712,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
504,CUB,REDUCE,TRIM,28.775033377837115,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
505,ZENSARTECH,REDUCE,TRIM,28.641522029372496,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
506,SYMPHONY,REDUCE,TRIM,28.62483311081442,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
507,CHOLAHLDNG,REDUCE,TRIM,28.61148197596796,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
508,CHEMPLASTS,REDUCE,TRIM,28.541388518024032,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
509,NUCLEUS,REDUCE,TRIM,28.32109479305741,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
510,FSL,REDUCE,TRIM,28.25767690253672,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
511,EUREKAFORB,REDUCE,TRIM,27.9739652870494,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
512,ASHOKA,REDUCE,TRIM,27.92723631508678,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
513,SUMMITSEC,REDUCE,TRIM,27.91388518024032,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
514,HMAAGRO,REDUCE,TRIM,27.910547396528703,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
515,BALAJITELE,REDUCE,TRIM,27.910547396528703,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
516,RADIANTCMS,REDUCE,TRIM,27.757009345794398,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
517,BIRLANU,REDUCE,TRIM,27.743658210947928,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
518,VILAS,REDUCE,TRIM,27.740320427236316,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
519,MCLOUD,REDUCE,TRIM,27.71695594125501,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
520,ADSL,REDUCE,TRIM,27.656875834445927,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
521,BHARATRAS,REDUCE,TRIM,27.63351134846462,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
522,INTERARCH,REDUCE,TRIM,27.57343124165554,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
523,EMSLIMITED,REDUCE,TRIM,27.56675567423231,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
524,ROHLTD,REDUCE,TRIM,27.496662216288385,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
525,SAFARI,REDUCE,TRIM,27.409879839786385,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
526,SBGLP,REDUCE,TRIM,27.276368491321765,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
527,QUICKHEAL,REDUCE,TRIM,27.246328437917224,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
528,UNIECOM,REDUCE,TRIM,27.22296395193592,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
529,MVGJL,REDUCE,TRIM,27.18958611481976,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
530,DECCANCE,REDUCE,TRIM,27.14953271028037,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
531,REPRO,REDUCE,TRIM,27.09279038718291,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
532,INDOFARM,REDUCE,TRIM,26.86248331108144,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
533,MUTHOOTCAP,REDUCE,TRIM,26.835781041388515,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
534,JYOTICNC,REDUCE,TRIM,26.815754339118826,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
535,BALUFORGE,REDUCE,TRIM,26.5954606141522,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
536,BIGBLOC,REDUCE,TRIM,26.461949265687583,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
537,STERTOOLS,REDUCE,TRIM,26.39185580774366,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
538,MARATHON,REDUCE,TRIM,26.38851802403204,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
539,TRACXN,REDUCE,TRIM,26.33845126835781,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
540,VEDL,REDUCE,TRIM,26.338451268357808,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
541,CHEMFAB,REDUCE,TRIM,26.30173564753004,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
542,SHALPAINTS,REDUCE,TRIM,26.291722296395196,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
543,GRMOVER,REDUCE,TRIM,26.25834445927904,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
544,SAGCEM,REDUCE,TRIM,26.191588785046733,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
545,SATIA,REDUCE,TRIM,25.93124165554072,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
546,AGARIND,REDUCE,TRIM,25.851134846461942,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
547,TRF,REDUCE,TRIM,25.74098798397864,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
548,INDIANHUME,REDUCE,TRIM,25.737650200267023,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
549,HIMATSEIDE,REDUCE,TRIM,25.72763684913217,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
550,KAYNES,REDUCE,TRIM,25.59412550066756,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
551,CGRAPHICS,REDUCE,TRIM,25.463951935914555,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
552,BAJAJHCARE,REDUCE,TRIM,25.39385847797063,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
553,AWFIS,REDUCE,TRIM,25.380507343124165,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
554,BOROLTD,REDUCE,TRIM,25.33377837116155,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
555,BAJAJINDEF,SELL,EXIT,24.846461949265688,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
556,ESTER,SELL,EXIT,24.779706275033377,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
557,MASTERTR,SELL,EXIT,24.77636849132176,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
558,MOL,SELL,EXIT,24.67957276368492,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
559,SIGACHI,SELL,EXIT,24.64619492656876,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
560,ECLERX,SELL,EXIT,24.626168224299064,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
561,TOLINS,SELL,EXIT,24.54272363150868,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
562,SAPPHIRE,SELL,EXIT,24.35580774365821,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
563,SURAJEST,SELL,EXIT,24.31909212283044,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
564,SHK,SELL,EXIT,24.062082777036046,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
565,SYSTANGO,SELL,EXIT,23.931909212283045,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
566,AURIONPRO,SELL,EXIT,23.871829105473964,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
567,CENTRUM,SELL,EXIT,23.84512683578104,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
568,VASCONEQ,SELL,EXIT,23.708277703604807,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
569,JISLJALEQS,SELL,EXIT,23.611481975967955,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
570,VERTOZ,SELL,EXIT,23.54806408544726,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
571,AJMERA,SELL,EXIT,23.454606141522028,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
572,FOODSIN,SELL,EXIT,23.43457943925234,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
573,CEWATER,SELL,EXIT,23.234312416555408,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
574,KITEX,SELL,EXIT,23.14419225634179,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
575,SUNTECK,SELL,EXIT,23.1241655540721,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
576,MAPMYINDIA,SELL,EXIT,23.074098798397863,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
577,RADHIKAJWE,SELL,EXIT,23.030707610146862,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
578,JSWHL,SELL,EXIT,22.96728971962617,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
579,GSLSU,SELL,EXIT,22.9305740987984,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
580,SAURASHCEM,SELL,EXIT,22.897196261682243,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
581,SCODATUBES,SELL,EXIT,22.850467289719624,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
582,EVERESTIND,SELL,EXIT,22.65687583444593,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
583,TIRUMALCHM,SELL,EXIT,22.61682242990654,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
584,DOLLAR,SELL,EXIT,22.570093457943926,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
585,DBEIL,SELL,EXIT,22.54672897196261,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
586,ORIANA,SELL,EXIT,22.52336448598131,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
587,NIITMTS,SELL,EXIT,22.386515353805077,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
588,KHAICHEM,SELL,EXIT,22.039385847797064,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
589,ESFL,SELL,EXIT,21.562082777036046,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
590,RSYSTEMS,SELL,EXIT,21.31174899866489,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
591,KAMATHOTEL,SELL,EXIT,21.265020026702267,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
592,ZAGGLE,SELL,EXIT,21.248331108144196,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
593,SDBL,SELL,EXIT,20.7543391188251,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
594,ECOSMOBLTY,SELL,EXIT,20.69425901201602,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
595,RBMINFRA,SELL,EXIT,20.654205607476637,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
596,SAHANA,SELL,EXIT,20.51068090787717,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
597,UGROCAP,SELL,EXIT,20.106809078771697,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
598,STANLEY,SELL,EXIT,20.066755674232308,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
599,RAJOOENG,SELL,EXIT,19.95327102803738,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
600,APS,SELL,EXIT,19.90654205607477,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
601,FINOPB,SELL,EXIT,19.756341789052065,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
602,GRAUWEIL,SELL,EXIT,19.566088117489983,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
603,NOVAAGRI,SELL,EXIT,19.49933244325768,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
604,ANNAPURNA,SELL,EXIT,19.45260347129506,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
605,MEGATHERM,SELL,EXIT,19.37917222963952,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
606,ELIN,SELL,EXIT,19.37249666221629,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
607,TAC,SELL,EXIT,19.152202937249665,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
608,DREAMFOLKS,SELL,EXIT,18.915220293724968,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
609,RAJESHEXPO,SELL,EXIT,18.841789052069423,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
610,DPABHUSHAN,SELL,EXIT,18.76502002670227,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
611,SARTELE,SELL,EXIT,18.5781041388518,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
612,BASILIC,SELL,EXIT,18.20761014686249,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
613,OSWALGREEN,SELL,EXIT,18.117489986648863,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
614,VPRPL,SELL,EXIT,17.046061415220294,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
615,DENTALKART,SELL,EXIT,17.012683578104138,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
616,RPPINFRA,SELL,EXIT,16.969292389853138,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
617,WEL,SELL,EXIT,15.17690253671562,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
618,CIFL,SELL,EXIT,14.632843791722298,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
619,GOODYEAR,SELL,EXIT,12.022696929238986,0.0,0.0,0.0,0.0,2026-06-13 10:58:32.574815
