Symbol,Company_Name_x,Signal,Signal_Score,In_Portfolio,Current_Weight,Volatility_252D,Yahoo_Symbol_x,Raw_Beta,Beta,Observation_Count,Security_ID,Company_Name_y,Industry,Last_Close,Log_Market_Cap,Momentum_1M,Momentum_3M,Momentum_6M,Momentum_12M,Volatility_20D,Volatility_60D,ATR_14,Max_Drawdown_252D,SMA_50,SMA_200,Distance_SMA50,Distance_SMA200,Price_52W_High,Distance_52W_High,Dollar_Volume,Turnover_Ratio,Factor_Date_x,Engine_Version,Yahoo_Symbol_y,PE,PB,ROE,ROCE,Debt_To_Equity,Revenue_Growth,EPS_Growth,Profit_Growth,Operating_Margin,Net_Margin,Market_Cap,Factor_Date_y,ADV_20D,Sector,Freshness_Factor,Momentum_Factor,Quality_Factor,Value_Factor,Growth_Factor,Signal_Factor,Volatility_Factor,Liquidity_Score,Liquidity_Penalty,Adjusted_Liquidity_Score,Composite_Alpha,Sector_Alpha,Risk_Adjusted_Score,Sector_Diversification_Bonus,Selection_Score,Rank,Liquidity_Capacity,Risk_Parity_Score,Sector_Risk_Parity,Target_Weight,Position_Cap,Risk_Budget_Score,Liquidity_Adjustment,Capacity_Days,Current_Weight_Old,Weight_Change,Action,Trading_Cost_Bps,Priority_Score,Execution_Rank,Yahoo_Symbol,Tail_Risk,Market_Weight,Diversification_Penalty,MV_Weight,Benchmark_Weight,Risk_Contribution_Pct,Expected_Alpha
BHARTIARTL,Bharti Airtel Limited,HOLD,50.33377837116155,False,0.0,0.2684,BHARTIARTL.NS,0.8122,0.8741,742,SEC3536398B,Bharti Airtel Limited,Telecom Services,1817.0,30.03405136278212,-0.0463944700752518,0.0087159000423548,-0.1209482341557813,-0.013413392182199,0.1542281718625213,0.2412815183910893,34.200003487723215,-0.1876820231691456,1839.6199975585937,1953.0025024414065,-0.0122960163450132,-0.0696376488362879,2162.699951171875,-0.1598464692175883,16385545345.77744,8893065.8,2026-06-12,1.0.0,BHARTIARTL.NS,42.70264,7.4177356,0.19358999,0.3168960742536857,99.718,0.157,-0.34,-0.2044605898778463,0.32227,0.12652999,11056629986929.332,2026-06-19,14281002023.458372,Communication Services,1.0,0.3666555407209613,0.8620402640938284,0.30885529157667385,0.30045288574639134,0.5160213618157543,0.9773030707610146,0.9959946595460614,1.0,0.9959946595460614,0.5430144528561597,0.18181818181818182,0.289567070119196,0.2672612419124244,0.12614874339141668,31,2.0,0.03273395956458709,0.030341139078827687,0.047958062166019236,0.07,0.015320915777209402,1.05,0.0018151665141218146,,0.0,BUY,30.922396661087518,1.3047721683885172,16.0,BHARTIARTL.NS,0.037028393117216465,0.1901775982473332,0.0,0.017679375613616065,0.0,0.04426674486650963,0.05797893660683014
TATATECH,Tata Technologies Limited,BUY,73.68491321762349,False,0.0,0.2794,TATATECH.NS,0.8947,0.9295,631,SEC491A2BE6,Tata Technologies Limited,Information Technology Services,760.2999877929688,26.445458792894154,0.2254008749044436,0.3777294942990716,0.1818747119853105,-0.0194365092921966,0.3842445659186859,0.3897375881280768,25.850006103515625,-0.602294220358268,638.8379956054688,647.2814990234375,0.1901295680955583,0.1746048495747889,779.5999755859375,-0.0247562703917006,1319882083.1550934,1833480.6,2026-06-12,1.0.0,TATATECH.NS,55.560505,8.512284,0.1457,0.1496342137487676,23.908,0.223,0.082,-0.1925696137085457,0.13065,0.09928001,305574299709.8126,2026-06-19,1196488693.907041,Technology,1.0,0.7903871829105474,0.543540801013617,0.210943124550036,0.4334611591970526,0.9492656875834445,0.9709612817089452,0.8518024032042724,1.0,0.8518024032042724,0.8699242945629732,0.8181818181818182,0.19622137077877094,0.15811388300841897,0.12334370939968002,32,0.5,0.09020616375928261,0.1293246741800865,0.036010380368968226,0.07,0.041147156553081675,0.95,0.04178894481378581,,0.05,BUY,55.0,3.6842456608811744,1.0,TATATECH.NS,0.1275347001967954,0.005255976411765796,0.0068041017800793135,0.028557521613975515,0.0,0.0249579983911911,0.08333171344036795
CUPID,Cupid Limited,BUY,79.66955941255007,True,0.0186212549529847,0.4907,CUPID.NS,0.7235,0.8147,742,SECF5E25039,Cupid Limited,Household & Personal Products,159.83999633789062,26.092015553981494,0.3280159149828352,0.9648432616595392,1.0513347034650495,6.882434031960835,0.354536485298988,0.4335379270935955,4.957858494349888,-0.5792477794588076,119.32879943847657,80.54098993301392,0.3394922021343287,0.9845794851892165,159.83999633789062,0.0,2129550510.7044053,15858232.25,2026-06-12,1.0.0,CUPID.NS,222.41772,52.341377,0.27297002,0.2825830209658916,12.506,1.124,2.142,1.647125866104468,0.30211002,0.2894,214594396188.70544,2026-06-19,2388459783.7025366,Consumer Defensive,1.0,0.983644859813084,0.8800568175477673,0.035277177825773935,0.9339291930325332,0.9913217623497997,0.37783711615487314,0.9152202937249666,1.0,0.9152202937249666,0.9772883688919477,0.45454545454545453,0.16883308288542936,0.14907119849998599,0.12201993642956127,33,0.8825496384100203,0.026439910960838302,0.07692016254563591,0.042000438599749126,0.05,0.008099224608472518,0.95,0.01167972885954385,0.0186212549529847,0.0,BUY,14.275307712585683,0.7389596788775289,32.0,CUPID.NS,0.058856119629310574,0.0036910927572641685,0.0009705237687857379,0.03357887194029157,0.0186212549529847,0.03395173607183956,0.10579470827824826
VBL,Varun Beverages Limited,BUY,70.92790387182912,False,0.0,0.3644,VBL.NS,0.8603,0.9064,742,SEC7FD396ED,Varun Beverages Limited,Beverages - Non-Alcoholic,522.2000122070312,28.196994731956167,0.0365224788802969,0.273208698425931,0.1065702391715821,0.0999551441461954,0.2072004565199835,0.3311732956018296,12.035709926060267,-0.430943713375661,497.1777813720703,470.30710372924807,0.050328537944529,0.1103383471487122,539.4500122070312,-0.0319770129013914,2921565582.0475893,5529842.1,2026-06-12,1.0.0,VBL.NS,56.764084,9.226824,,0.2412367651501816,12.705,0.181,0.2,0.1702961459289232,0.18491,0.14024,1761161643468.5947,2026-06-19,3351890211.177251,Consumer Defensive,1.0,0.7106141522029372,0.7570496599404928,0.20518358531317496,0.5470807348712694,0.9032042723631508,0.8251001335113485,0.9465954606141522,1.0,0.9465954606141522,0.8857536132140399,0.45454545454545453,0.21159818125115332,0.14907119849998599,0.12108026597503899,34,1.2385427270116391,0.04440365585536241,0.07692016254563591,0.04120517766634008,0.07,0.017421225127462487,1.05,0.013740399518257418,,0.046056310642911664,BUY,51.05631064291167,3.266677573971539,3.0,VBL.NS,0.08853110391768443,0.03029254771807751,0.005865896157296725,0.029979587191119286,0.0,0.032678184239425576,0.08558103920998113
LUPIN,Lupin Limited,HOLD,62.31975967957276,False,0.0,0.2965,LUPIN.NS,0.6116,0.7397,742,SECA4B202D6,Lupin Limited,Drug Manufacturers - Specialty & Generic,2288.60009765625,27.6746051119608,0.0054477404228001,-0.0291434903274309,0.11345733501621,0.148660316838693,0.1106207925411215,0.2197021673385093,35.86427525111607,-0.5175823697700643,2296.5679833984377,2147.463994750977,-0.0034694752342566,0.0657222208382775,2460.10009765625,-0.0697126105410869,2081111362.842932,916834.35,2026-06-12,1.0.0,LUPIN.NS,20.03866,4.747734,0.26907,0.3173236482653725,29.388,0.319,0.89,0.625063230965194,0.24244,0.19073999,1044547728492.0,2026-06-19,2825463222.393157,Healthcare,1.0,0.5440587449933244,0.8771476503256904,0.6904247660187185,0.8009345854482827,0.7583444592790387,0.9479305740987984,0.931909212283044,1.0,0.931909212283044,0.9683413626978665,0.9090909090909091,0.22364705555871947,0.11785113019775793,0.1204752446608665,35,1.0440249244633926,0.11694545128356237,0.15614290338247178,0.04357540250002991,0.07,0.05088441839756844,1.0440249244633926,0.01769621335139878,,0.05,BUY,55.0,3.115987983978638,4.0,LUPIN.NS,0.03642572167843279,0.01796655748579368,0.007060937093608902,0.033267253919590636,0.0,0.03654577276554799,0.08712143309662793
LAURUSLABS,Laurus Labs Limited,BUY,77.716955941255,True,0.0214305474044527,0.3768,LAURUSLABS.NS,1.0131,1.0088,742,SECA722432A,Laurus Labs Limited,Drug Manufacturers - Specialty & Generic,1392.199951171875,27.351054756151576,0.0518283294433949,0.3312819392222841,0.3684073365501081,1.092783879718851,0.2264039280189567,0.3058966563944535,33.028573172433035,-0.5888896301763493,1239.9136376953124,1044.2760864257812,0.1228200971800137,0.33317229923068,1446.800048828125,-0.0377385235095028,2304859375.517785,1670134.6,2026-06-12,1.0.0,LAURUSLABS.NS,85.04842,14.312928,0.17743,0.2587975715266385,46.369,0.053,0.194,1.4804364813574458,0.21624,0.13046,755809166617.0,2026-06-19,3187301977.7396126,Healthcare,1.0,0.8513017356475301,0.7891058150067556,0.10727141828653708,0.57265691995776,0.9826435246995995,0.7853805073431241,0.9405874499332443,1.0,0.9405874499332443,0.93805918788713,0.9090909090909091,0.20199666223678847,0.11785113019775793,0.11902509457831156,36,1.1777264273619306,0.0831249636974501,0.15614290338247178,0.041261426759527604,0.07,0.030639167833409146,1.05,0.01568724907435952,0.0214305474044527,0.0285694525955473,BUY,33.569452595547304,2.2203308886339226,8.0,LAURUSLABS.NS,0.07946492890545451,0.01300016118930093,0.006939017053685594,0.0319464832361367,0.0214305474044527,0.032767462963126735,0.09315276193956555
NESTLEIND,Nestlé India Limited,HOLD,67.09946595460615,True,0.0224387385352618,0.2193,NESTLEIND.NS,0.51,0.6717,742,SEC8467BBC9,Nestlé India Limited,Packaged Foods,1383.0,28.63888745549717,-0.0332051730164277,0.1328636506261402,0.1498114455274561,0.1485673392667257,0.1872004130667569,0.2405442069259737,29.421412876674108,-0.2197786903111088,1388.292001953125,1279.3700634765626,-0.0038118795942639,0.081000751449376,1486.0999755859375,-0.0693762043467414,2801292064.615503,1980273.2,2026-06-12,1.0.0,NESTLEIND.NS,77.77225,52.60816,0.76338995,,8.621,0.23,0.274,,0.2296,0.15139,2739749080011.9727,2026-06-19,2091998974.6246345,Consumer Defensive,1.0,0.6033044058744993,0.8978650090832292,0.12455003599712024,0.6360374577299922,0.8371161548731643,0.9946595460614153,0.9058744993324432,1.0,0.9058744993324432,0.887130075705437,0.45454545454545453,0.23803312519373754,0.14907119849998599,0.118880615661449,37,0.7730056629829549,0.08337146353875588,0.07692016254563591,0.04375479988747312,0.07,0.03957834522819942,0.95,0.023900585328428016,0.0224387385352618,0.0,BUY,32.56126146473821,1.8493459253191993,13.0,NESTLEIND.NS,0.02239820350804784,0.047124566929793915,0.0014301133476881441,0.030172653019508208,0.0224387385352618,0.03684730581212195,0.08350732806739719
APOLLOHOSP,Apollo Hospitals Enterprise Limited,HOLD,69.70293724966622,True,0.0229921229331528,0.3135,APOLLOHOSP.NS,0.6236,0.7478,742,SECC2E751BE,Apollo Hospitals Enterprise Limited,Medical Care Facilities,8511.0,27.83347061203649,0.0530157748221467,0.1236385239949831,0.2142622378669758,0.2333898448884119,0.1818789946998076,0.2119450438621114,159.60714285714286,-0.3853625610103804,7941.54,7578.87806640625,0.0717064952137747,0.1229894352998535,8524.0,-0.0015251055842327,3880171828.7,468631.2,2026-06-12,1.0.0,APOLLOHOSP.NS,62.499077,12.802706,0.21503,0.2398444967293644,85.146,0.181,0.356,0.3429006155335777,0.11908,0.07696,1224398246683.5,2026-06-19,4458708527.745579,Healthcare,1.0,0.7192923898531376,0.7129463903958201,0.17638588912886968,0.6397734582089196,0.8838451268357811,0.9205607476635514,0.9679572763684913,1.0,0.9679572763684913,0.8967653131452168,0.9090909090909091,0.24029814390169318,0.11785113019775793,0.11875765573849636,38,1.647518465995495,0.1195088713897717,0.15614290338247178,0.04124834892900784,0.07,0.05099000460898759,1.05,0.011214009547576571,0.0229921229331528,0.0,BUY,32.0078770668472,1.88252836043715,12.0,APOLLOHOSP.NS,0.0899913066109104,0.021060044346946825,0.0014610192927769477,0.031040357385616207,0.0229921229331528,0.0327466949262524,0.08575083263240887
GAIL,GAIL (India) Limited,HOLD,59.692923898531376,False,0.0,0.345,GAIL.NS,1.4416,1.2959,742,SEC9D947BA6,GAIL (India) Limited,Utilities - Regulated Gas,169.3300018310547,27.728013388052272,0.0444087875865195,0.1114538565623808,0.0392097810658773,-0.1024936485466893,0.2905254836147041,0.2919257934874293,3.649998256138393,-0.395214275427625,161.75,164.83463188171388,0.0468624533604618,0.0272719992032177,192.92901611328125,-0.1223196736170055,1913643589.4617944,11655843.85,2026-06-12,1.0.0,GAIL.NS,15.073721,1.2821932,0.08688,0.098163169497501,27.809,-0.024,-0.403,-0.3909564812286141,0.02754,0.05355,1101851858613.2705,2026-06-19,2745295381.08792,Utilities,1.0,0.5704272363150867,0.22809069970774487,0.7984161267098632,0.14293553866635714,0.7069425901201603,0.8664886515353805,0.9299065420560748,1.0,0.9299065420560748,0.6077081899518239,0.2727272727272727,0.2016465686278939,0.23570226039551587,0.11801788075627209,39,1.0144024456430163,0.02724373530031712,0.04661169660642182,0.028412258806929568,0.07,0.010952998686717114,1.0144024456430163,0.010190028471326287,,0.0,BUY,32.97463809548646,1.66988794292283,14.0,GAIL.NS,0.266308708600828,0.018952206987404838,0.0,0.020972653430230668,0.0,0.015653044297310154,0.06079520672883969
CASTROLIND,Castrol India Limited,HOLD,49.35914552736983,False,0.0,0.3247,CASTROLIND.NS,0.9534,0.9688,742,SEC263BA656,Castrol India Limited,Oil & Gas Refining & Marketing,182.8000030517578,25.92077597589246,0.007495594091996,0.0133653629477847,0.0077183101529716,-0.1430466314275628,0.071609979289732,0.1239514850447216,1.8207146780831476,-0.3839912410075261,182.6350003051758,185.32622276306157,0.000903456327135,-0.0136312048755964,218.60055541992188,-0.1637715526357781,133110582.36826782,726460.2,2026-06-12,1.0.0,CASTROLIND.NS,19.120619,9.653862,,0.6852279123335112,3.305,0.087,0.038,0.0244815202269124,0.19521,0.16386,180821460604.19043,2026-06-19,539014957.8603736,Energy,1.0,0.4449265687583444,0.8693911116112201,0.7055435565154787,0.373212602509454,0.493324432576769,0.9052069425901201,0.7423230974632844,0.9516520179130455,0.706433273644397,0.7013076393668273,1.0,0.17354951661463008,0.20851441405707477,0.11760398867891804,40,0.5,0.08832292010324158,0.16524651129512263,0.0025027967060533302,0.07,0.02250616413032408,0.95,0.03982059673208952,,0.0,BUY,26.463897269522167,1.0594396289108607,21.0,CASTROLIND.NS,0.04240870605983684,0.003110187383491348,0.0,0.023700553492390253,0.0,0.016993223054087736,0.06498828421338936
