Date,Turnover,Active_Share,Health,Approval
2026-06-18 10:42:43.323431,0.1276726565448851,0.808987539199667,74.93150989420482,64.15050430458177
2026-06-18 10:43:46.739062,0.1353643028909312,0.5256314856532646,73.68689548707202,65.1610778173087
2026-06-18 10:47:22.445039,0.1353643028909312,0.5256314856532647,73.68689548707202,70.06388236535182
2026-06-18 10:50:16.703740,0.1353643028909312,0.5256314856532646,73.68689548707202,65.37679862552058
2026-06-18 10:50:58.648945,0.1353643028909312,0.5256314856532645,73.68689548707201,69.37794778521646
2026-06-18 10:51:02.972659,0.1353643028909312,0.5256314856532646,73.68689548707202,69.37794778521646
2026-06-18 10:51:17.262422,0.1353643028909312,0.5256314856532646,73.68689548707202,65.24694368581272
2026-06-18 10:52:20.614582,0.1353643028909312,0.5256314856532646,73.68689548707202,64.80217273431596
2026-06-18 10:52:36.832085,0.1353643028909312,0.5256314856532646,73.68689548707202,64.80217273431596
2026-06-18 10:53:50.759045,0.1353643028909312,0.5256314856532646,73.68689548707202,75.06388236535182
2026-06-18 10:55:16.479751,0.13536430289093127,0.5256314856532646,73.68689548707202,80.06388236535182
