Symbol,Yahoo_Symbol,Company_Name,Sector,Industry,Last_Updated,Market_Cap,Last_Close,Avg_Volume,ADV,History_Days,Missing_Close,Exchange,Country,Currency,Asset_Class,Metadata_Source,Market_Cap_Category,Liquidity_Category
5PAISA,5PAISA.NS,5paisa Capital Limited,Financial Services,Capital Markets,2026-06-20,14455219182.078278,309.70001220703125,95004.81583198709,29422992.62289315,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
UGROCAP,UGROCAP.NS,UGRO Capital Limited,Financial Services,Credit Services,2026-06-20,14425783716.377953,95.01000213623048,329036.1346153846,31261723.852704708,1196,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
GPTINFRA,GPTINFRA.NS,GPT Infraprojects Limited,Industrials,Engineering & Construction,2026-06-20,14341118184.056091,114.41000366210938,310837.84571890143,35562959.067021705,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
SESHAPAPER,SESHAPAPER.NS,Seshasayee Paper and Boards Limited,Basic Materials,Paper & Paper Products,2026-06-20,14316467780.0,227.27999877929688,86105.77302100162,19570119.98710366,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
VIDHIING,VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,Basic Materials,Specialty Chemicals,2026-06-20,14241816445.159912,286.8999938964844,57885.46725949879,16607340.203445349,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
INDSWFTLAB,INDSWFTLAB.NS,Ind-Swift Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,14183430640.571228,162.3300018310547,367264.6599353796,59618072.919791855,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
MAHASTEEL,MAHASTEEL.NS,Mahamaya Steel Industries Limited,Basic Materials,Steel,2026-06-20,14181244161.230469,863.0,39350.29102667745,33959301.15602264,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
SIGNPOST,SIGNPOST.NS,Signpost India Limited,Communication Services,Advertising Agencies,2026-06-20,14164250000.0,264.45001220703125,120321.39721254355,31818994.9616242,574,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
GODAVARIB,GODAVARIB.NS,GODAVARI BIOREFINERIES L,Basic Materials,Chemicals,2026-06-20,14137363646.25,278.5,251911.8753117207,70157457.27431422,401,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
ESAFSFB,ESAFSFB.NS,ESAF Small Finance Bank,Financial Services,Banks - Regional,2026-06-20,14116441426.111984,27.989999771118164,1174295.2037617555,32868522.48451669,638,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
SURAKSHA,SURAKSHA.NS,SURAKSHA DIAGNOSTIC LTD,Healthcare,Diagnostics & Research,2026-06-20,14059201257.85144,268.6000061035156,106291.9255319149,28550011.84662677,376,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
SPIC,SPIC.NS,Southern Petrochemical Industries Corporation Limited,Basic Materials,Agricultural Inputs,2026-06-20,14030819461.130491,69.23999786376953,1456047.8691437803,100816751.34906152,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
BHARATWIRE,BHARATWIRE.NS,Bharat Wire Ropes Limited,Basic Materials,Steel,2026-06-20,14025151498.392822,206.17999267578125,341884.0217917676,70489645.10899328,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
OMAXE,OMAXE.NS,Omaxe Limited,Real Estate,Real Estate - Development,2026-06-20,14022004303.165802,76.05000305175781,432579.4814216478,32897670.88224413,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
AURUM,AURUM.NS,Aurum PropTech Limited,Real Estate,Real Estate Services,2026-06-20,13964349489.684843,184.1000061035156,196252.86844229215,36130154.27805844,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
DIFFNKG,DIFFNKG.NS,DIFFUSION ENGINEERS LTD,Industrials,Specialty Industrial Machinery,2026-06-20,13940910254.5,371.75,225207.11244019135,83720744.04964115,418,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
DOLLAR,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,2026-06-20,13940822469.083862,247.9499969482422,137071.10258481422,33986779.46759687,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
JAGSNPHARM,JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,13893259153.734436,211.3999938964844,247158.2429378531,52249251.04852795,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
BOROSCI,BOROSCI.NS,Borosil Scientific Limited,Consumer Cyclical,Packaging & Containers,2026-06-20,13758329042.532349,153.3000030517578,170354.162,26115293.554479647,500,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
MIRCELECTR,MIRCELECTR.NS,Onida Electronics Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-06-20,13663824164.372818,37.52999877929688,994342.2800645682,37317664.55702651,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
DCW,DCW.NS,DCW Limited,Basic Materials,Chemicals,2026-06-20,13627306594.445024,46.59999847412109,2809950.228410008,130943676.35626258,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
JAGRAN,JAGRAN.NS,Jagran Prakashan Limited,Communication Services,Publishing,2026-06-20,13603392000.0,62.52999877929688,387936.8610662359,24257691.448915992,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
QUADFUTURE,QUADFUTURE.NS,QUADRANT FUTURE TEK LTD,Industrials,Railroads,2026-06-20,13568000488.28125,340.8999938964844,1862628.307692308,634969978.7237267,351,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
PRECAM,PRECAM.NS,Precision Camshafts Limited,Consumer Cyclical,Auto Parts,2026-06-20,13556378487.149506,142.9499969482422,448617.5084745763,64129871.46736869,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
GENESYS,GENESYS.NS,Genesys International Corporation Limited,Technology,Software - Application,2026-06-20,13471128281.01822,318.1000061035156,271109.5544794189,86239950.93462455,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
IFGLEXPOR,IFGLEXPOR.NS,IFGL Refractories Limited,Basic Materials,Building Materials,2026-06-20,13459241151.566896,187.1999969482422,88622.00726392251,16590039.48935339,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
IGPL,IGPL.NS,I G Petrochemicals Limited,Basic Materials,Chemicals,2026-06-20,13258722291.586304,435.0,57446.28375101051,24989133.43168957,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
FAZE3Q,FAZE3Q.NS,Faze Three Limited,Consumer Cyclical,Textile Manufacturing,2026-06-20,13234933470.324097,545.2999877929688,54070.1350737798,29484443.99569629,881,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
SULA,SULA.NS,Sula Vineyards Limited,Consumer Defensive,Beverages - Wineries & Distilleries,2026-06-20,13165322485.675018,156.5,661622.1142191142,103543860.87529138,858,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
DOLATALGO,DOLATALGO.NS,Dolat Algotech Limited,Financial Services,Capital Markets,2026-06-20,13053919677.734377,74.76000213623047,483002.4474959612,36109264.00660261,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
MCLOUD,MCLOUD.NS,Magellanic Cloud Limited,Technology,Information Technology Services,2026-06-20,12953585833.973236,22.059999465942383,5627174.768072289,124135472.37843916,332,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
HUHTAMAKI,HUHTAMAKI.NS,Huhtamaki India Limited,Consumer Cyclical,Packaging & Containers,2026-06-20,12891593903.325348,171.6300048828125,185577.7635189669,31850712.458901715,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
DEN,DEN.NS,DEN Networks Limited,Communication Services,Entertainment,2026-06-20,12848841746.043526,27.07999992370605,1702020.4211802748,46090712.87570799,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
CAPITALSFB,CAPITALSFB.NS,Capital Small Finance Bank Limited,Financial Services,Banks - Regional,2026-06-20,12800349073.75,282.45001220703125,75086.81358885017,21208271.41475781,574,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
LINCOLN,LINCOLN.NS,Lincoln Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2026-06-20,12796993708.207031,640.0,106504.84478577205,68163100.6628941,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
DHANBANK,DHANBANK.NS,Dhanlaxmi Bank Limited,Financial Services,Banks - Regional,2026-06-20,12748772586.168674,32.5099983215332,2108766.5528652137,68555997.09415346,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
APEX,APEX.NS,Apex Frozen Foods Limited,Consumer Defensive,Farm Products,2026-06-20,12737500190.734863,419.1499938964844,341755.58595641644,143246851.76772138,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
AYMSYNTEX,AYMSYNTEX.NS,AYM Syntex Limited,Consumer Cyclical,Textile Manufacturing,2026-06-20,12721016098.179596,216.7400054931641,61970.38287560581,13431461.124872284,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
GULPOLY,GULPOLY.NS,Gulshan Polyols Limited,Basic Materials,Chemicals,2026-06-20,12707183073.9375,205.6000061035156,176655.3045234249,36320331.68823457,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
AWHCL,AWHCL.NS,Antony Waste Handling Cell Limited,Industrials,Waste Management,2026-06-20,12625398045.0,448.7999877929688,270511.3979015335,121405512.07606716,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
TEXINFRA,TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited,Real Estate,Real Estate Services,2026-06-20,12573181401.974943,98.33000183105467,432633.7907915994,42540881.4407141,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
SKMEGGPROD,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,Consumer Defensive,Packaged Foods,2026-06-20,12571321742.857485,238.88999938964844,343172.9572235674,81980587.54168187,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
HARIOMPIPE,HARIOMPIPE.NS,Hariom Pipe Industries Limited,Basic Materials,Steel,2026-06-20,12557235689.5,405.1000061035156,244253.1582524272,98946955.8988612,1030,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
LAXMIDENTL,LAXMIDENTL.NS,LAXMI DENTAL LIMITED,Healthcare,Medical Instruments & Supplies,2026-06-20,12551705698.760132,226.08999633789065,530506.097982709,119942121.75013933,347,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
TTKHLTCARE,TTKHLTCARE.NS,TTK Healthcare Limited,Healthcare,Drug Manufacturers - General,2026-06-20,12525833860.339417,891.8499755859375,16296.729402261712,14534237.719537737,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
AEROENTER,AEROENTER.NS,Aeroflex Enterprises Limited,Basic Materials,Steel,2026-06-20,12499284911.956787,109.3499984741211,602513.3727272727,65884836.38836482,880,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
ALLDIGI,ALLDIGI.NS,Alldigi Tech Limited,Industrials,Specialty Business Services,2026-06-20,12426854853.0,819.4000244140625,30867.096278317156,25292499.44404429,1236,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
ROTO,ROTO.NS,Roto Pumps Limited,Industrials,Specialty Industrial Machinery,2026-06-20,12386904769.118889,64.86000061035156,1036721.8625730994,67241780.63925605,1026,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
UDS,UDS.NS,Updater Services Limited,Industrials,Specialty Business Services,2026-06-20,12364438459.701584,183.67999267578125,319778.2710843373,58736870.49064507,664,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
PLATIND,PLATIND.NS,Platinum Industries Limited,Basic Materials,Specialty Chemicals,2026-06-20,12361787159.46643,223.88999938964844,439275.128113879,98349308.16530412,562,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
WEL,WEL.NS,Wonder Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-06-20,12342136595.52002,92.0999984741211,287676.7570621469,26495028.88646384,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
ATULAUTO,ATULAUTO.NS,Atul Auto Limited,Consumer Cyclical,Auto Manufacturers,2026-06-20,12300754860.0,449.6499938964844,297226.6384180791,133647956.15056184,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
TBZ,TBZ.NS,Tribhovandas Bhimji Zaveri Limited,Consumer Cyclical,Luxury Goods,2026-06-20,12259082648.22052,183.44000244140625,497921.8377723971,91338783.136598,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
ICEMAKE,ICEMAKE.NS,Ice Make Refrigeration Limited,Industrials,Specialty Industrial Machinery,2026-06-20,12252176209.82373,778.3499755859375,49301.27522195319,38373646.36536285,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
PUNJABCHEM,PUNJABCHEM.NS,Punjab Chemicals and Crop Protection Limited,Basic Materials,Chemicals,2026-06-20,12236434710.869753,1007.4000244140624,25837.06067961165,26028255.559428398,1236,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
ANDHRAPAP,ANDHRAPAP.NS,Andhra Paper Limited,Basic Materials,Paper & Paper Products,2026-06-20,12193493896.715736,61.400001525878906,477342.7576736672,29308846.049530413,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
IGARASHI,IGARASHI.NS,Igarashi Motors India Limited,Consumer Cyclical,Auto Parts,2026-06-20,12086418432.0,379.6499938964844,114040.09765940276,43295322.38034674,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
INDOBORAX,INDOBORAX.NS,Indo Borax & Chemicals Limited,Basic Materials,Chemicals,2026-06-20,12065840000.0,371.2999877929688,116870.45961538462,43394000.22855096,1040,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
EKC,EKC.NS,Everest Kanto Cylinder Limited,Industrials,Specialty Industrial Machinery,2026-06-20,12053348994.981598,107.91000366210938,765268.4474959612,82580120.97178593,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
NELCAST,NELCAST.NS,Nelcast Limited,Industrials,Metal Fabrication,2026-06-20,12047476689.904177,139.11000061035156,289921.54442649434,40330986.2221237,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
BLKASHYAP,BLKASHYAP.NS,B.L. Kashyap and Sons Limited,Industrials,Engineering & Construction,2026-06-20,12040760931.25885,54.20000076293945,752390.3301049233,40779556.46571511,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
GPTHEALTH,GPTHEALTH.NS,GPT Healthcare Limited,Healthcare,Medical Care Facilities,2026-06-20,12017749927.485184,148.0500030517578,320006.79040852573,47377006.29656546,563,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
MOL,MOL.NS,Meghmani Organics Limited,Basic Materials,Agricultural Inputs,2026-06-20,11996000867.206772,47.5,1236223.260067114,58720604.85318792,1192,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
EXPLEOSOL,EXPLEOSOL.NS,Expleo Solutions Limited,Technology,Information Technology Services,2026-06-20,11984342645.24994,781.2000122070312,30648.08569118836,23942284.91607849,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
GALAPREC,GALAPREC.NS,GALA PRECISION ENG LTD,Industrials,Specialty Industrial Machinery,2026-06-20,11972747746.279907,927.0999755859376,63319.30434782609,58703325.51498811,437,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
RIIL,RIIL.NS,Reliance Industrial Infrastructure Limited,Industrials,Engineering & Construction,2026-06-20,11856520184.326172,785.0999755859375,537265.3648103309,421807024.7957606,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
IKIO,IKIO.NS,IKIO Technologies Limited,Technology,Electronic Components,2026-06-20,11823174870.50557,153.6999969482422,390895.07577807846,60080571.95417356,739,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
HARDWYN,HARDWYN.NS,Hardwyn India Limited,Industrials,Building Products & Equipment,2026-06-20,11815220027.111929,24.149999618530277,1093286.004854369,26402856.600177497,1030,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
RUPA,RUPA.NS,Rupa & Company Limited,Consumer Cyclical,Apparel Manufacturing,2026-06-20,11810760041.589432,148.8800048828125,312238.4644588045,46486064.11322869,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
NIITLTD,NIITLTD.NS,NIIT Limited,Consumer Defensive,Education & Training Services,2026-06-20,11810094180.081978,86.91000366210938,1155251.736077482,100402932.61315216,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
KROSS,KROSS.NS,KROSS LIMITED,Consumer Cyclical,Auto Parts,2026-06-20,11692977477.35916,182.0,944054.3903002308,171817899.03464204,433,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
RATNAVEER,RATNAVEER.NS,Ratnaveer Precision Engineering Limited,Basic Materials,Steel,2026-06-20,11671119239.446136,164.58999633789062,796540.9440353462,131102671.06175756,679,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
INDORAMA,INDORAMA.NS,Indo Rama Synthetics (India) Limited,Consumer Cyclical,Textile Manufacturing,2026-06-20,11619535219.5,45.0,292144.09604519774,13146484.3220339,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
SHREEPUSHK,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,Basic Materials,Specialty Chemicals,2026-06-20,11496049150.5,357.6000061035156,132421.05326876513,47353769.45714438,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
MANAKCOAT,MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,Industrials,Metal Fabrication,2026-06-20,11472411181.489944,108.25,247712.6768982229,26814897.274232637,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
ORIENTTECH,ORIENTTECH.NS,ORIENT TECHNOLOGIES LTD,Technology,Information Technology Services,2026-06-20,11467511350.177124,251.3999938964844,1066362.2331838566,268083458.913863,446,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
EXCELINDUS,EXCELINDUS.NS,Excel Industries Limited,Basic Materials,Specialty Chemicals,2026-06-20,11465727866.29834,915.6500244140624,27426.32983023444,25112919.578642294,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
SOLEX,SOLEX.NS,SOLEX ENERGY LIMITED,Technology,Solar,2026-06-20,11425792087.834717,1064.5,21305.834142394822,22680060.44457929,1236,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
JPOLYINVST,JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited,Financial Services,Asset Management,2026-06-20,11308733731.477783,1080.800048828125,25277.3225545675,27319731.45122082,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
JINDALPHOT,JINDALPHOT.NS,Jindal Photo Limited,Financial Services,Asset Management,2026-06-20,11304558677.605955,1109.0,40305.73484236055,44699059.94017785,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
RUBYMILLS,RUBYMILLS.NS,The Ruby Mills Limited,Consumer Cyclical,Textile Manufacturing,2026-06-20,11269280000.0,330.25,73610.16734033953,24309757.76414713,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
BUTTERFLY,BUTTERFLY.NS,Butterfly Gandhimathi Appliances Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-06-20,11254283595.206238,634.0999755859375,39975.23344103392,25348294.549001765,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
FINOPB,FINOPB.NS,Fino Payments Bank Limited,Financial Services,Banks - Regional,2026-06-20,11252792420.024963,135.33999633789062,385311.9373897707,52148116.19527711,1134,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
BCLIND,BCLIND.NS,BCL Industries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,2026-06-20,11245722803.616486,38.13999938964844,1440876.6793214865,54955035.66988015,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
RGL,RGL.NS,Renaissance Global Limited,Consumer Cyclical,Luxury Goods,2026-06-20,11229270925.021309,104.7300033569336,543907.199354318,56963402.81423807,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
MWL,MWL.NS,MANGALAM WORLDWIDE LTD,Basic Materials,Steel,2026-06-20,11210519763.857056,381.3999938964844,35951.664576802505,13711964.65016093,957,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
HMAAGRO,HMAAGRO.NS,HMA Agro Industries Limited,Consumer Defensive,Packaged Foods,2026-06-20,11207227032.337284,22.46999931335449,720607.9628610729,16192060.430686086,727,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
ANDHRSUGAR,ANDHRSUGAR.NS,The Andhra Sugars Limited,Basic Materials,Chemicals,2026-06-20,11162694803.124235,83.13999938964844,422322.7562550444,35111913.69727904,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
BHARATSE,BHARATSE.NS,Bharat Seats Limited,Consumer Cyclical,Auto Parts,2026-06-20,11116227655.029297,178.8000030517578,317866.5,56834531.170051575,302,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
MANALIPETC,MANALIPETC.NS,Manali Petrochemicals Limited,Basic Materials,Specialty Chemicals,2026-06-20,11093950270.5,64.69000244140625,734981.410008071,47545949.20781032,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
OAL,OAL.NS,Oriental Aromatics Limited,Basic Materials,Specialty Chemicals,2026-06-20,11011450478.010254,329.95001220703125,32168.76252019386,10614083.586223053,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
MADRASFERT,MADRASFERT.NS,Madras Fertilizers Limited,Basic Materials,Agricultural Inputs,2026-06-20,10996775082.149506,68.56999969482422,886091.1988682296,60759273.235980935,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
SALZERELEC,SALZERELEC.NS,Salzer Electronics Limited,Industrials,Electrical Equipment & Parts,2026-06-20,10978326834.742554,628.0,159812.17756255044,100362047.50928168,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
MONTECARLO,MONTECARLO.NS,Monte Carlo Fashions Limited,Consumer Cyclical,Apparel Manufacturing,2026-06-20,10956895824.0,530.0999755859375,70243.17784963621,37235906.86317082,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
SRM,SRM.NS,SRM CONTRACTORS LIMITED,Industrials,Engineering & Construction,2026-06-20,10946448333.0,481.0,149150.25598526702,71741273.12891343,543,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
CENTENKA,CENTENKA.NS,Century Enka Limited,Consumer Cyclical,Textile Manufacturing,2026-06-20,10868482835.234589,500.3500061035156,72503.54442649435,36277148.896322966,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
TARSONS,TARSONS.NS,Tarsons Products Limited,Healthcare,Medical Instruments & Supplies,2026-06-20,10868447247.191755,204.5,163379.23555555556,33411053.67111111,1125,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
ARIHANTSUP,ARIHANTSUP.NS,Arihant Superstructures Limited,Real Estate,Real Estate - Development,2026-06-20,10849260506.326996,254.9499969482422,117383.36944219886,29926889.681062985,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
AVTNPL,AVTNPL.NS,AVT Natural Products Limited,Basic Materials,Specialty Chemicals,2026-06-20,10795412667.053225,69.6500015258789,257484.9442198868,17933826.757805962,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
SHREDIGCEM,SHREDIGCEM.NS,Shree Digvijay Cement Company Limited,Basic Materials,Building Materials,2026-06-20,10773755685.332245,73.18000030517578,499546.7602905569,36556832.070512526,1239,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
HITECHGEAR,HITECHGEAR.NS,The Hi-Tech Gears Limited,Consumer Cyclical,Auto Parts,2026-06-20,10761348884.0,580.0,22280.18431689572,12922506.903799515,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
BALAJITELE,BALAJITELE.NS,Balaji Telefilms Limited,Communication Services,Entertainment,2026-06-20,10525043358.520475,86.80999755859375,399267.68659127626,34660426.898214065,1238,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
CNL,CNL.NS,Creative Newtech Limited,Technology,Electronics & Computer Distribution,2026-06-20,10466622475.0,695.1500244140625,37471.55375909458,26048351.51046745,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Liquid
ALICON,ALICON.NS,Alicon Castalloy Limited,Industrials,Metal Fabrication,2026-06-20,10422087277.424316,648.5,26779.3354890865,17366399.064672597,1237,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Less Liquid
IRMENERGY,IRMENERGY.NS,IRM Energy Limited,Utilities,Utilities - Regulated Gas,2026-06-20,10388098281.0,253.3000030517578,726463.9261538462,184013314.7117612,650,0.0,NSE,India,INR,Equity,Institutional_Quant_Platform,Mid Cap,Highly Liquid
