Symbol,Yahoo_Symbol,Company_Name,Sector,Industry,Market_Cap
PTC,PTC.NS,,,,0
PTCIL,PTCIL.NS,,,,0
PTL,PTL.NS,,,,0
PULZ,PULZ.NS,,,,0
PUNJABCHEM,PUNJABCHEM.NS,,,,0
PURVA,PURVA.NS,,,,0
PURVFLEXI,PURVFLEXI.NS,,,,0
PVP,PVP.NS,,,,0
PVRINOX,PVRINOX.NS,,,,0
PVSL,PVSL.NS,,,,0
PWL,PWL.NS,,,,0
PYRAMID,PYRAMID.NS,,,,0
QFIL,QFIL.NS,,,,0
QMSMEDI,QMSMEDI.NS,,,,0
QUADFUTURE,QUADFUTURE.NS,,,,0
QUADPRO,QUADPRO.NS,,,,0
QUESS,QUESS.NS,,,,0
QUESTLAB,QUESTLAB.NS,,,,0
QUICKHEAL,QUICKHEAL.NS,,,,0
QUICKTOUCH,QUICKTOUCH.NS,,,,0
QUINT,QUINT.NS,,,,0
RACE,RACE.NS,,,,0
RACLGEAR,RACLGEAR.NS,,,,0
RADAAN,RADAAN.NS,,,,0
RADHIKAJWE,RADHIKAJWE.NS,,,,0
RADIANTCMS,RADIANTCMS.NS,,,,0
RADICO,RADICO.NS,,,,0
RADIOCITY,RADIOCITY.NS,,,,0
RADIOWALLA,RADIOWALLA.NS,,,,0
RAILTEL,RAILTEL.NS,,,,0
RAIN,RAIN.NS,,,,0
RAINBOW,RAINBOW.NS,,,,0
RAJESHEXPO,RAJESHEXPO.NS,,,,0
RAJMET,RAJMET.NS,,,,0
RAJOOENG,RAJOOENG.NS,,,,0
RAJPALAYAM,RAJPALAYAM.NS,,,,0
RAJRATAN,RAJRATAN.NS,,,,0
RAJRILTD,RAJRILTD.NS,,,,0
RAJSREESUG,RAJSREESUG.NS,,,,0
RAJTV,RAJTV.NS,,,,0
RALLIS,RALLIS.NS,,,,0
RAMANEWS,RAMANEWS.NS,,,,0
RAMAPHO,RAMAPHO.NS,,,,0
RAMASTEEL,RAMASTEEL.NS,,,,0
RAMCOCEM,RAMCOCEM.NS,,,,0
RAMCOIND,RAMCOIND.NS,,,,0
RAMCOSYS,RAMCOSYS.NS,,,,0
RAMKY,RAMKY.NS,,,,0
RAMRAT,RAMRAT.NS,,,,0
RANASUG,RANASUG.NS,,,,0
RANEHOLDIN,RANEHOLDIN.NS,,,,0
RATEGAIN,RATEGAIN.NS,,,,0
RATNAMANI,RATNAMANI.NS,,,,0
RATNAVEER,RATNAVEER.NS,,,,0
RAYMOND,RAYMOND.NS,,,,0
RAYMONDLSL,RAYMONDLSL.NS,,,,0
RAYMONDREL,RAYMONDREL.NS,,,,0
RBA,RBA.NS,,,,0
RBLBANK,RBLBANK.NS,,,,0
RBMINFRA,RBMINFRA.NS,,,,0
RBS,RBS.NS,,,,0
RBZJEWEL,RBZJEWEL.NS,,,,0
RCDL,RCDL.NS,,,,0
RCF,RCF.NS,,,,0
RCOM,RCOM.NS,,,,0
RECLTD,RECLTD.NS,,,,0
REDINGTON,REDINGTON.NS,,,,0
REDTAPE,REDTAPE.NS,,,,0
REFEX,REFEX.NS,,,,0
REFRACTORY,REFRACTORY.NS,,,,0
REGAAL,REGAAL.NS,,,,0
REGENCERAM,REGENCERAM.NS,,,,0
RELAXO,RELAXO.NS,,,,0
RELCHEMQ,RELCHEMQ.NS,,,,0
RELIABLE,RELIABLE.NS,,,,0
RELIANCE,RELIANCE.NS,,,,0
RELIGARE,RELIGARE.NS,,,,0
RELTD,RELTD.NS,,,,0
REMSONSIND,REMSONSIND.NS,,,,0
REMUS,REMUS.NS,,,,0
RENUKA,RENUKA.NS,,,,0
REPCOHOME,REPCOHOME.NS,,,,0
REPL,REPL.NS,,,,0
REPRO,REPRO.NS,,,,0
RESPONIND,RESPONIND.NS,,,,0
RETAIL,RETAIL.NS,,,,0
REXPIPES,REXPIPES.NS,,,,0
RGL,RGL.NS,,,,0
RHETAN,RHETAN.NS,,,,0
RHFL,RHFL.NS,,,,0
RHIM,RHIM.NS,,,,0
RHL,RHL.NS,,,,0
RICOAUTO,RICOAUTO.NS,,,,0
RIIL,RIIL.NS,,,,0
RILINFRA,RILINFRA.NS,,,,0
RISHABH,RISHABH.NS,,,,0
RITCO,RITCO.NS,,,,0
RITES,RITES.NS,,,,0
RITEZONE,RITEZONE.NS,,,,0
RKDL,RKDL.NS,,,,0
RKEC,RKEC.NS,,,,0
RKFORGE,RKFORGE.NS,,,,0
RKSWAMY,RKSWAMY.NS,,,,0
RMC,RMC.NS,,,,0
RMDRIP,RMDRIP.NS,,,,0
RML,RML.NS,,,,0
RNBDENIMS,RNBDENIMS.NS,,,,0
ROCKINGDCE,ROCKINGDCE.NS,,,,0
ROHLTD,ROHLTD.NS,,,,0
ROLEXRINGS,ROLEXRINGS.NS,,,,0
ROLLT,ROLLT.NS,,,,0
ROML,ROML.NS,,,,0
ROSSARI,ROSSARI.NS,,,,0
ROSSELLIND,ROSSELLIND.NS,,,,0
ROSSTECH,ROSSTECH.NS,,,,0
ROTO,ROTO.NS,,,,0
ROUTE,ROUTE.NS,,,,0
ROXHITECH,ROXHITECH.NS,,,,0
RPEL,RPEL.NS,,,,0
RPGLIFE,RPGLIFE.NS,,,,0
RPOWER,RPOWER.NS,,,,0
RPPINFRA,RPPINFRA.NS,,,,0
RPPL,RPPL.NS,,,,0
RPSGVENT,RPSGVENT.NS,,,,0
RPTECH,RPTECH.NS,,,,0
RRIL,RRIL.NS,,,,0
RRKABEL,RRKABEL.NS,,,,0
RSDFIN,RSDFIN.NS,,,,0
RSL,RSL.NS,,,,0
RSSOFTWARE,RSSOFTWARE.NS,,,,0
RSWM,RSWM.NS,,,,0
RSYSTEMS,RSYSTEMS.NS,,,,0
RTNINDIA,RTNINDIA.NS,,,,0
RTNPOWER,RTNPOWER.NS,,,,0
RUBFILA,RUBFILA.NS,,,,0
RUBICON,RUBICON.NS,,,,0
RUBYMILLS,RUBYMILLS.NS,,,,0
RUCHINFRA,RUCHINFRA.NS,,,,0
RUCHIRA,RUCHIRA.NS,,,,0
RUDRA,RUDRA.NS,,,,0
RULKA,RULKA.NS,,,,0
RUPA,RUPA.NS,,,,0
RUSHIL,RUSHIL.NS,,,,0
RUSTOMJEE,RUSTOMJEE.NS,,,,0
RVHL,RVHL.NS,,,,0
RVNL,RVNL.NS,,,,0
RVTH,RVTH.NS,,,,0
S&SPOWER,S&SPOWER.NS,,,,0
SAAKSHI,SAAKSHI.NS,,,,0
SAATVIKGL,SAATVIKGL.NS,,,,0
SABAR,SABAR.NS,,,,0
SADBHAV,SADBHAV.NS,,,,0
SADBHIN,SADBHIN.NS,,,,0
SADHAV,SADHAV.NS,,,,0
SADHNANIQ,SADHNANIQ.NS,,,,0
SAFARI,SAFARI.NS,,,,0
SAGARDEEP,SAGARDEEP.NS,,,,0
SAGCEM,SAGCEM.NS,,,,0
SAGILITY,SAGILITY.NS,,,,0
SAHAJSOLAR,SAHAJSOLAR.NS,,,,0
SAHANA,SAHANA.NS,,,,0
SAHLIBHFI,SAHLIBHFI.NS,,,,0
SAHYADRI,SAHYADRI.NS,,,,0
SAIFL,SAIFL.NS,,,,0
SAIL,SAIL.NS,,,,0
SAILIFE,SAILIFE.NS,,,,0
SAIPARENT,SAIPARENT.NS,,,,0
SAKAR,SAKAR.NS,,,,0
SAKHTISUG,SAKHTISUG.NS,,,,0
SAKSOFT,SAKSOFT.NS,,,,0
SAKUMA,SAKUMA.NS,,,,0
SALASAR,SALASAR.NS,,,,0
SALONA,SALONA.NS,,,,0
SALSTEEL,SALSTEEL.NS,,,,0
SALZERELEC,SALZERELEC.NS,,,,0
SAMBHAAV,SAMBHAAV.NS,,,,0
SAMBHV,SAMBHV.NS,,,,0
SAMHI,SAMHI.NS,,,,0
SAMMAANCAP,SAMMAANCAP.NS,,,,0
SAMPANN,SAMPANN.NS,,,,0
SANATHAN,SANATHAN.NS,,,,0
SANCO,SANCO.NS,,,,0
SANDESH,SANDESH.NS,,,,0
SANDHAR,SANDHAR.NS,,,,0
SANDUMA,SANDUMA.NS,,,,0
SANGAMIND,SANGAMIND.NS,,,,0
SANGANI,SANGANI.NS,,,,0
SANGHVIMOV,SANGHVIMOV.NS,,,,0
SANGINITA,SANGINITA.NS,,,,0
SANOFI,SANOFI.NS,,,,0
SANOFICONR,SANOFICONR.NS,,,,0
SANSERA,SANSERA.NS,,,,0
SANSTAR,SANSTAR.NS,,,,0
SANWARIA,SANWARIA.NS,,,,0
SAPPHIRE,SAPPHIRE.NS,,,,0
SAPPL,SAPPL.NS,,,,0
SARDAEN,SARDAEN.NS,,,,0
SAREGAMA,SAREGAMA.NS,,,,0
SARLAPOLY,SARLAPOLY.NS,,,,0
SAROJA,SAROJA.NS,,,,0
SARTELE,SARTELE.NS,,,,0
SARVESHWAR,SARVESHWAR.NS,,,,0
SASKEN,SASKEN.NS,,,,0
SATIA,SATIA.NS,,,,0
SATIN,SATIN.NS,,,,0
SATIPOLY,SATIPOLY.NS,,,,0
SAURASHCEM,SAURASHCEM.NS,,,,0
SAYAJIHOTL,SAYAJIHOTL.NS,,,,0
SBC,SBC.NS,,,,0
SBCL,SBCL.NS,,,,0
SBFC,SBFC.NS,,,,0
SBGLP,SBGLP.NS,,,,0
SBICARD,SBICARD.NS,,,,0
SBILIFE,SBILIFE.NS,,,,0
SBIN,SBIN.NS,,,,0
SCANSTL,SCANSTL.NS,,,,0
SCHAEFFLER,SCHAEFFLER.NS,,,,0
SCHAND,SCHAND.NS,,,,0
SCHNEIDER,SCHNEIDER.NS,,,,0
SCI,SCI.NS,,,,0
SCILAL,SCILAL.NS,,,,0
SCML,SCML.NS,,,,0
SCODATUBES,SCODATUBES.NS,,,,0
SCPL,SCPL.NS,,,,0
SDBL,SDBL.NS,,,,0
SEAMECLTD,SEAMECLTD.NS,,,,0
SECMARK,SECMARK.NS,,,,0
SECURKLOUD,SECURKLOUD.NS,,,,0
SEDEMAC,SEDEMAC.NS,,,,0
SEIL,SEIL.NS,,,,0
SEJALLTD,SEJALLTD.NS,,,,0
SEL,SEL.NS,,,,0
SELECTIPO,SELECTIPO.NS,,,,0
SELMC,SELMC.NS,,,,0
SEMAC,SEMAC.NS,,,,0
SENCO,SENCO.NS,,,,0
SENORES,SENORES.NS,,,,0
SEPC,SEPC.NS,,,,0
SERVICE,SERVICE.NS,,,,0
SERVOTECH,SERVOTECH.NS,,,,0
SESHAPAPER,SESHAPAPER.NS,,,,0
SETCO,SETCO.NS,,,,0
SETL,SETL.NS,,,,0
SEYAIND,SEYAIND.NS,,,,0
SFL,SFL.NS,,,,0
SGFIN,SGFIN.NS,,,,0
SGIL,SGIL.NS,,,,0
SGL,SGL.NS,,,,0
SGMART,SGMART.NS,,,,0
SHADOWFAX,SHADOWFAX.NS,,,,0
SHAH,SHAH.NS,,,,0
SHAHALLOYS,SHAHALLOYS.NS,,,,0
SHAILY,SHAILY.NS,,,,0
SHAIVAL,SHAIVAL.NS,,,,0
SHAKTIPUMP,SHAKTIPUMP.NS,,,,0
SHALBY,SHALBY.NS,,,,0
SHALPAINTS,SHALPAINTS.NS,,,,0
SHANKARA,SHANKARA.NS,,,,0
SHANTHALA,SHANTHALA.NS,,,,0
SHANTI,SHANTI.NS,,,,0
SHANTIGEAR,SHANTIGEAR.NS,,,,0
SHANTIGOLD,SHANTIGOLD.NS,,,,0
SHARDACROP,SHARDACROP.NS,,,,0
SHARDAMOTR,SHARDAMOTR.NS,,,,0
SHARDUL,SHARDUL.NS,,,,0
SHAREINDIA,SHAREINDIA.NS,,,,0
SHBAJRG,SHBAJRG.NS,,,,0
SHEETAL,SHEETAL.NS,,,,0
SHEKHAWATI,SHEKHAWATI.NS,,,,0
SHEMAROO,SHEMAROO.NS,,,,0
SHERA,SHERA.NS,,,,0
SHIGAN,SHIGAN.NS,,,,0
SHILCTECH,SHILCTECH.NS,,,,0
SHILPAMED,SHILPAMED.NS,,,,0
SHINDL,SHINDL.NS,,,,0
SHIVALIK,SHIVALIK.NS,,,,0
SHIVAMAUTO,SHIVAMAUTO.NS,,,,0
SHIVAMILLS,SHIVAMILLS.NS,,,,0
