Symbol,Yahoo_Symbol,PE,PB,ROE,ROCE,Debt_To_Equity,Revenue_Growth,EPS_Growth,Profit_Growth,Operating_Margin,Net_Margin,Market_Cap,Factor_Date
AYMSYNTEX,AYMSYNTEX.NS,193.35399,2.1759567,0.01123,0.14148527528809218,31.914,0.014,3.157,-0.43680137575236455,0.05192,0.0047999998,12806593536.0,2026-06-19
GULPOLY,GULPOLY.NS,12.216405,1.8224105,0.16091,0.2623874253494355,43.497,0.07,4.398,3.3226799423893882,0.09937,0.04634,13058519040.0,2026-06-19
AWHCL,AWHCL.NS,17.63455,1.7994646,0.1058,0.15712841009041972,50.103,0.178,-0.187,-0.11612118684475352,0.12368,0.07164,13293550592.0,2026-06-19
TEXINFRA,TEXINFRA.NS,119.058136,1.1648729,0.009330001,-0.003928114885868818,2.626,0.311,-0.523,2.5157814450145612,-0.62433,0.62602,13047208960.0,2026-06-19
SKMEGGPROD,SKMEGGPROD.NS,11.881726,3.115782,0.29677,0.36077066925315227,35.857,0.589,4.151,1.997688529326784,0.25747,0.13509,12341439488.0,2026-06-19
HARIOMPIPE,HARIOMPIPE.NS,16.98731,1.9877287,0.12392,0.25076822040835195,62.241,0.269,0.746,0.22651394874121117,0.09194,0.04542,12851424256.0,2026-06-19
LAXMIDENTL,LAXMIDENTL.NS,42.04554,5.015505,0.12772,0.16490614788357777,5.329,0.219,1.379,-0.08791035850303736,0.12332,0.10429,12178512896.0,2026-06-19
TTKHLTCARE,TTKHLTCARE.NS,19.343153,1.1713507,0.06026,0.023319034102120797,2.187,0.145,0.347,-0.1956527862311697,0.04079,0.07661,12712354816.0,2026-06-19
AEROENTER,AEROENTER.NS,23.59155,1.8369502,0.09559,0.15104811353067454,4.218,0.16,0.293,0.20904555722891566,0.16246,0.08845,15153389568.0,2026-06-19
ALLDIGI,ALLDIGI.NS,14.967556,4.902419,0.32217,0.3933042212518195,68.009,0.059,0.497,-0.012845138055222088,0.17948,0.13735,12302661632.0,2026-06-19
ROTO,ROTO.NS,49.16031,5.3017206,0.10709,0.2047360367666079,13.234,-0.023,-0.55,-0.26745710253079535,0.107880004,0.086969994,12165879808.0,2026-06-19
UDS,UDS.NS,14.13349,1.2053928,0.08194,0.13994710155670867,4.253,0.048,-0.185,-0.2787710437710438,0.05051,0.02915,12227341312.0,2026-06-19
PLATIND,PLATIND.NS,,2.8399248,0.12031,,2.293,0.368,1.371,,0.10383,0.11535,13001374720.0,2026-06-19
WEL,WEL.NS,137.5,14.2140465,0.08762,0.22067601846317894,107.754,-0.192,-0.382,-0.5207391203752393,0.04682,0.01392,12529747968.0,2026-06-19
ATULAUTO,ATULAUTO.NS,31.029509,5.7374268,,0.1156555910449938,,0.253,0.561,0.9537679149329634,0.09268,0.08078,13131906048.0,2026-06-19
TBZ,TBZ.NS,6.275726,1.5144738,0.27058,0.3866956289040396,105.734,0.567,6.141,1.9581960045738884,0.12573,0.06302,12697502720.0,2026-06-19
ICEMAKE,ICEMAKE.NS,97.47403,8.903321,0.094639994,0.206682378695904,119.455,0.419,-0.136,-0.4724926655762391,0.06603,0.01824,11843480576.0,2026-06-19
PUNJABCHEM,PUNJABCHEM.NS,20.124496,3.0405366,0.16229999,0.24210439366302544,36.418,0.031,0.558,0.6429488826098125,0.09024,0.06211,12883876864.0,2026-06-19
ANDHRAPAP,ANDHRAPAP.NS,67.62766,0.64924985,0.0095999995,0.03080155780145377,11.971,0.294,0.0,-0.7906135032116495,-0.00379,0.0109399995,12640906240.0,2026-06-19
IGARASHI,IGARASHI.NS,103.52865,2.664294,0.02606,0.16261916631432954,31.007,0.193,-0.474,-0.4974160367092431,0.01985,0.01403,12512905216.0,2026-06-19
INDOBORAX,INDOBORAX.NS,23.077168,3.0027802,0.13925,0.11342840982355917,0.37,0.204,0.42,0.1826713374567407,0.19344999,0.23332001,11611766784.0,2026-06-19
EKC,EKC.NS,8.682964,0.911168,0.11256,0.12541311605438563,19.067,-0.151,2.442,0.49954048810374757,0.07004,0.09986,12753525760.0,2026-06-19
NELCAST,NELCAST.NS,24.56912,1.9899957,,0.09736331671152029,,0.273,0.044,0.298751203344426,0.08154,0.05761,11939296256.0,2026-06-19
BLKASHYAP,BLKASHYAP.NS,778.5714,2.313243,0.0029499999,0.14741090669541676,56.784,0.236,,-0.9436873980899139,0.07027,0.00112,12288790528.0,2026-06-19
GPTHEALTH,GPTHEALTH.NS,28.801556,4.4962792,0.16324,0.21851304191858928,33.842,0.246,0.137,-0.15426557989812045,0.12991999,0.08935001,12147395584.0,2026-06-19
VILAS,VILAS.NS,26.424341,3.8302124,,,,,,0.48084940411700977,,,12012336128.0,2026-06-19
MOL,MOL.NS,44.300888,0.8133093,0.01878,0.09834506838850123,46.995,-0.143,-0.59,3.711068975926345,-0.02025,0.01322,12730970112.0,2026-06-19
EXPLEOSOL,EXPLEOSOL.NS,10.121417,1.6165501,0.17559,0.21226010210504231,1.011,0.119,0.732,0.20087560415718256,0.12861,0.111899994,12549260288.0,2026-06-19
GALAPREC,GALAPREC.NS,38.98114,4.588452,0.1292,0.18754530477759473,13.04,0.256,0.108,0.32141527001862197,0.20611,0.11289,13489258496.0,2026-06-19
GGBL,GGBL.NS,15.899043,5.021099,,,,,,1.4876499296881462,,,11951601664.0,2026-06-19
RIIL,RIIL.NS,105.88631,2.7597756,0.02648,-0.01562848397624308,,-0.325,0.005,0.03508771929824561,-0.18861,0.27278998,13078864896.0,2026-06-19
IKIO,IKIO.NS,33.26489,2.0792155,0.07095,0.12197078993526668,11.438,0.473,,0.22363483436853002,0.10614,0.063540004,12519474176.0,2026-06-19
HARDWYN,HARDWYN.NS,93.4074,3.0403857,0.03258,0.05145285298474776,1.563,0.252,0.75,0.17581380440202293,0.09116,0.06607,12318306304.0,2026-06-19
RUPA,RUPA.NS,17.79583,1.2101396,0.06958,0.1053299881500153,24.224,0.063,0.183,-0.1297157833696113,0.11604,0.05757,12895747072.0,2026-06-19
NIITLTD,NIITLTD.NS,239.3,1.2351446,0.00569,-0.012010422274691112,0.65,0.156,,-0.8854634146341464,-0.0889,0.01354,13067415552.0,2026-06-19
KROSS,KROSS.NS,21.98598,2.478958,0.11948,0.16449791653807522,10.969,0.219,0.31,0.14966581298019863,0.138,0.08202,12140673024.0,2026-06-19
RATNAVEER,RATNAVEER.NS,17.019802,2.0181224,0.12364,0.15518340624036223,50.053,0.226,0.38,0.3735982057033002,0.086169995,0.060170002,13506070528.0,2026-06-19
INDORAMA,INDORAMA.NS,8.066087,2.3288977,0.33855,0.3418261902570379,219.556,0.003,0.255,106.29285714285714,0.08802,0.03059,12110428160.0,2026-06-19
SHREEPUSHK,SHREEPUSHK.NS,18.0218,2.0588048,0.12202,0.14588337788662775,21.571,-0.006,-0.246,0.19584969650649808,0.07475,0.071779996,12564809728.0,2026-06-19
MANAKCOAT,MANAKCOAT.NS,26.31713,2.652033,0.14136,0.18103679644567788,33.071,0.094,-0.044,1.644071431356494,0.051170003,0.046,12032273408.0,2026-06-19
ORIENTTECH,ORIENTTECH.NS,256.9697,3.4612243,0.01372,0.12414282566328881,18.579,-0.294,,-0.9093910164265958,-0.01033,0.00526,11653024768.0,2026-06-19
EXCELINDUS,EXCELINDUS.NS,15.52776,0.68946356,0.04597,0.058434602608756624,0.463,0.135,-0.01,-0.11308891686417374,0.043870002,0.06913,11742912512.0,2026-06-19
SOLEX,SOLEX.NS,12.623763,4.7912474,0.47055998,0.3599751495527139,132.242,2.481,3.046,1.3156536420646405,0.09936,0.05933,12120392704.0,2026-06-19
JPOLYINVST,JPOLYINVST.NS,1.3347719,0.7130816,0.54803,0.5789164602224792,1.462,5.041,-0.472,1.898560032449973,0.99724996,0.82725996,11445389312.0,2026-06-19
JINDALPHOT,JINDALPHOT.NS,,1.1743667,,,,-0.964,-0.995,-1.1008674869434363,0.26667,0.0,11414740992.0,2026-06-19
SARTELE,SARTELE.NS,16.183233,1.1525719,,,,,,0.5455289770558774,,,11275180032.0,2026-06-19
RUBYMILLS,RUBYMILLS.NS,25.947813,1.6783404,0.06645,0.06762293414187445,55.74,0.536,-0.311,0.029468833087149187,0.16149999,0.121470004,11306063872.0,2026-06-19
BUTTERFLY,BUTTERFLY.NS,25.477497,3.1256304,0.13085,0.21189215233718586,2.054,0.167,0.267,0.4028112906547485,0.059609998,0.04839,11638694912.0,2026-06-19
FINOPB,FINOPB.NS,24.745626,1.6146599,0.067600004,,,-0.311,-0.705,-0.43304874094888146,0.01733,0.0356,12952943616.0,2026-06-19
BCLIND,BCLIND.NS,9.5948715,1.2132806,0.14187,0.19600731376744665,59.845,-0.195,-0.077,0.21072622239257666,0.07716,0.04119,11045011456.0,2026-06-19
RGL,RGL.NS,48.257645,0.7863186,0.06087,0.13047400013665794,41.552,0.504,0.27,-0.531858384068765,0.07516,0.03203,11861467136.0,2026-06-19
MWL,MWL.NS,22.397625,4.0428495,,0.19000652395086082,78.694,0.298,0.749,0.6995210084603747,0.06759,0.0341,11209033728.0,2026-06-19
HMAAGRO,HMAAGRO.NS,6.793313,1.1826648,0.18639,0.1633046100326112,88.318,0.053,,0.89858262272413,-0.00899,0.02382,11192204288.0,2026-06-19
ANDHRSUGAR,ANDHRSUGAR.NS,13.938843,0.6770884,0.049689997,0.10569681012999518,0.032,0.274,-0.186,2.2155353610286843,0.04062,0.03375,11429699584.0,2026-06-19
AIMTRON,AIMTRON.NS,25.082796,5.5917883,,,,,,0.7936553144836896,,,11131658240.0,2026-06-19
BHARATSE,BHARATSE.NS,28.419643,5.2231703,0.1991,0.2994986163423231,47.94,0.462,0.166,0.2914621578395305,0.03551,0.02165,11993543680.0,2026-06-19
MANALIPETC,MANALIPETC.NS,8.731482,0.88514924,0.10939,0.059274030402866884,10.691,0.271,1.703,3.433640395769362,0.05272,0.1271,11353669632.0,2026-06-19
OAL,OAL.NS,348.53534,1.7539356,0.0049900003,0.09049493050209236,60.585,0.115,1.809,-0.9035751843231387,0.04152,0.00321,11612166144.0,2026-06-19
MADRASFERT,MADRASFERT.NS,14.388779,12.545868,2.6954901,0.46282801903879367,689.616,0.26,,0.25167315175097277,0.046079997,0.03496,11567073280.0,2026-06-19
SALZERELEC,SALZERELEC.NS,21.316404,1.9035572,0.09309,0.22096549941744223,88.776,0.262,,0.150139255191112,0.05171,0.03011,11281585152.0,2026-06-19
MONTECARLO,MONTECARLO.NS,10.382124,1.2820277,0.12880999,0.19380235896211126,63.989,0.361,,0.3805593199457928,0.030569999,0.08783,11631724544.0,2026-06-19
SRM,SRM.NS,10.202563,3.0515661,0.32252,0.3107067726379091,32.634,0.959,1.266,1.0184063356774564,0.15448,0.10825,11327393792.0,2026-06-19
CENTENKA,CENTENKA.NS,11.147346,0.7515464,0.06922,0.09043783541623315,1.482,0.089,4.835,0.5170753723484278,0.08438,0.05913,11241034752.0,2026-06-19
TARSONS,TARSONS.NS,96.066666,2.1628697,0.022650002,0.1279556265407451,61.913,0.073,-0.589,-0.5189116560295599,0.042919997,0.0339,13800645632.0,2026-06-19
ARIHANTSUP,ARIHANTSUP.NS,25.751879,3.2662597,0.111269996,0.10468083181914763,194.333,0.185,-0.466,-0.157889538775555,0.16313,0.08357,11850498048.0,2026-06-19
AVTNPL,AVTNPL.NS,17.028168,1.9696436,0.12162,0.15808339451717476,20.311,0.435,0.543,0.3437721608227756,0.14371,0.09086,11046681600.0,2026-06-19
SHREDIGCEM,SHREDIGCEM.NS,45.035503,3.0770164,0.06845,0.08349270584324515,140.51,-0.037,-0.565,-0.008531671199158345,0.0738,0.03334,11254331392.0,2026-06-19
HITECHGEAR,HITECHGEAR.NS,51.748882,2.0730937,,0.1153409263851877,,0.363,1.263,-0.4802418056140525,0.10385,0.05585,10855416832.0,2026-06-19
BALAJITELE,BALAJITELE.NS,,1.736693,-0.07782,-0.0803103259374424,3.047,-0.281,,-1.5638933260450412,-0.39421,-0.23290001,10989491200.0,2026-06-19
TAC,TAC.NS,47.01878,12.627346,,,,,,0.5603328710124826,,,10495319040.0,2026-06-19
CNL,CNL.NS,18.551413,3.4680276,0.20183,0.2311689793491572,83.725,0.832,1.571,0.32350925420346066,0.03956,0.02599,11432944640.0,2026-06-19
ALICON,ALICON.NS,30.825798,1.6839968,0.05638,0.26536324879817924,56.406,0.166,-0.159,-0.252346898013061,0.03902,0.01939,10580554752.0,2026-06-19
IRMENERGY,IRMENERGY.NS,20.583012,1.096327,0.054619998,0.10115935600625825,7.333,0.044,1.906,0.1771745863197947,0.06392,0.049889997,10944455680.0,2026-06-19
GANDHITUBE,GANDHITUBE.NS,15.16,3.2783196,0.23506,0.25695371245087084,0.032,0.089,-0.215,0.1651529380084228,0.39485002,0.35649,10362617856.0,2026-06-19
CENTRUM,CENTRUM.NS,,3.2752402,-0.19118,,1218.677,-0.259,,0.26262184470550587,-1.19071,-0.19812,10344262656.0,2026-06-19
APS,APS.NS,25.597935,8.014638,,,,,,5.516513133267932,,,10267761664.0,2026-06-19
DAMCAPITAL,DAMCAPITAL.NS,15.042802,2.911912,0.24398,,1.0,-0.245,-0.966,-0.29957602620928886,0.0077600004,0.31858,10930882560.0,2026-06-19
CREST,CREST.NS,23.913177,0.8502017,0.03751,0.04716302994154042,15.374,-0.327,0.081,-0.4708407244624719,0.43978,0.29413,11132869632.0,2026-06-19
MICEL,MICEL.NS,,4.7359605,-0.05751,0.11114844083339315,20.387,0.133,,-2.2850386012022823,0.24484,-0.06631,10223709184.0,2026-06-19
AFSL,AFSL.NS,9.672762,0.8146062,0.083579995,0.11359012635726996,55.763,7.189,,-0.05487599056437147,0.00182,0.00403,10218791936.0,2026-06-19
UNIECOM,UNIECOM.NS,50.011234,5.408591,0.1555,0.15921374509907177,4.907,0.166,-0.017,0.15706125219161812,0.11587,0.10012,10003993600.0,2026-06-19
STEL,STEL.NS,55.09767,0.58921486,0.01181,0.015575880916283804,,-0.988,-0.948,0.2511800255856015,0.16395001,0.72375,10931135488.0,2026-06-19
GAYAPROJ,GAYAPROJ.NS,0.21633515,0.7279232,,0.11522753579176104,51.304,-0.328,,15.4832231558386,0.21040002,2.07356,10957456384.0,2026-06-19
TNPL,TNPL.NS,4.0469275,0.43295968,0.11254,0.1333599567283288,69.638,-0.045,9.848,65.42091152815013,0.04908,0.053340003,10027232256.0,2026-06-19
BHAGYANGR,BHAGYANGR.NS,24.617346,4.7916975,0.21582001,0.3466116254569514,100.527,0.618,3.047,2.579051369301118,0.04659,0.0211,12350069760.0,2026-06-19
MODISONLTD,MODISONLTD.NS,13.864042,3.6641295,,0.09528035281866595,63.523,1.209,2.772,1.938844883819865,0.23957,0.06913,10059499520.0,2026-06-19
MUNJALAU,MUNJALAU.NS,23.955225,1.8691407,0.10316,0.17641183359815996,90.747,0.2,,0.10467857790576894,0.00118,0.01752,9630000128.0,2026-06-19
RSWM,RSWM.NS,17.617754,0.6968429,0.039130002,0.1349887720536008,123.995,-0.091,22.42,2.29960019990005,0.027409999,0.011419999,9161277440.0,2026-06-19
SWELECTES,SWELECTES.NS,17.557022,1.0514225,0.06288,0.10616203292196247,83.572,-0.075,0.133,3.3796021401241525,0.11247,0.08396,9926103040.0,2026-06-19
MACPOWER,MACPOWER.NS,32.737213,6.3231516,0.21298,0.30188409318383325,0.389,0.248,0.173,0.33131040771646547,0.14224,0.101660006,11079607296.0,2026-06-19
BAJAJHCARE,BAJAJHCARE.NS,46.372402,1.8714335,0.042659998,0.17743630204281177,46.734,-0.009,,-0.6008127508197136,0.09831,0.025799999,10521264128.0,2026-06-19
THEMISMED,THEMISMED.NS,850.0834,2.4886558,0.0028600001,0.0009107158036291052,25.112,0.067,,-0.9616565548218415,0.01521,0.0033399998,9475057664.0,2026-06-19
PRIMESECU,PRIMESECU.NS,77.63158,3.2157145,0.056539997,,0.582,1.977,,-0.6561275150248236,-0.01944,0.11282,10012395520.0,2026-06-19
CONTROLPR,CONTROLPR.NS,22.825687,2.1955447,0.10099,0.1892131801957533,1.51,0.144,-0.832,-0.5642153511559943,0.15333,0.09047,9948399616.0,2026-06-19
BIRLANU,BIRLANU.NS,,0.969809,-0.10299,0.005368434056986265,100.118,0.087,,-2.6340425531914895,-0.04631,-0.03205,10769158144.0,2026-06-19
RAJOOENG,RAJOOENG.NS,20.021898,2.881,0.18706,0.16355340721578374,6.767,-0.117,-0.903,0.252561240204322,-0.00356,0.13869001,9802126336.0,2026-06-19
MASTERTR,MASTERTR.NS,7.391509,1.1550425,0.1729,,27.836,0.479,0.428,-0.03924108503505029,0.29295,0.24413,9638303744.0,2026-06-19
INDOAMIN,INDOAMIN.NS,12.78962,2.6421092,0.22301,0.2503898123290496,78.948,0.113,0.76,0.4191793958000122,0.089540005,0.0684,10017083392.0,2026-06-19
NAHARSPING,NAHARSPING.NS,37.35549,0.6206542,0.01454,0.09020195709939326,65.006,0.062,0.159,0.766387370977535,0.04543,0.00678,9322881024.0,2026-06-19
MENONBE,MENONBE.NS,26.068815,5.3801293,0.22245,0.2775705840764972,25.159,-0.274,0.292,0.534075277226333,0.21385999,0.13019,9977922560.0,2026-06-19
WCIL,WCIL.NS,27.073492,1.2129871,0.0458,0.09575010276565823,26.012,0.157,-0.386,-0.40400736987563335,0.02671,0.02122,10516680704.0,2026-06-19
HIMATSEIDE,HIMATSEIDE.NS,17.186613,0.50816864,0.029690001,0.10217669847206014,123.113,-0.06,-0.884,-0.18514393025803422,-0.0068300003,0.02464,10654144512.0,2026-06-19
DHARMAJ,DHARMAJ.NS,16.433868,2.0082474,0.12958,0.196883915809853,29.375,0.114,,0.5691600861450108,0.0249,0.04802,8986700800.0,2026-06-19
YUKEN,YUKEN.NS,65.29575,2.572084,0.042680003,0.11344149603751316,30.736,0.068,-0.291,-0.412140536149472,0.075430006,0.03132,9597095936.0,2026-06-19
AMBIKCO,AMBIKCO.NS,13.415513,1.0054489,0.077010006,0.11613172565291677,,0.578,0.547,0.08853057499239428,0.13971,0.091630004,9595100160.0,2026-06-19
LIKHITHA,LIKHITHA.NS,24.647888,2.351541,0.098120004,0.137149150268228,0.088,-0.109,-0.74,-0.43454598693443997,0.04221,0.08583,9670814720.0,2026-06-19
WANBURY,WANBURY.NS,13.750644,14.756454,,-0.23489317642837945,,-0.192,,1.1662130160071535,0.054920003,-0.25901,9325325312.0,2026-06-19
QUICKHEAL,QUICKHEAL.NS,,2.296611,-0.0249,-0.06694780031912469,0.025,-0.252,,-3.1686507936507935,-0.6852,-0.041869998,9764136960.0,2026-06-19
AVADHSUGAR,AVADHSUGAR.NS,15.892421,0.857279,0.0515,0.14080236859321604,125.143,-0.012,-0.224,-0.34832279715381004,0.15495,0.02128,9108380672.0,2026-06-19
ESTER,ESTER.NS,,1.1400895,-0.03533,0.07546226012912309,93.137,0.077,2.857,-3.0054459710034895,0.071609996,-0.01998,9574285312.0,2026-06-19
BHAGERIA,BHAGERIA.NS,21.4218,1.6524937,0.07739,0.12701921823419038,17.005,0.481,-0.249,0.14049707457603627,0.080860004,0.052729998,9863584768.0,2026-06-19
NDTV,NDTV.NS,,7.193877,-3.41218,-0.697868888728666,199.402,0.165,,-0.49285515964831095,-0.63506,-0.61066,9226805248.0,2026-06-19
DHAMPURSUG,DHAMPURSUG.NS,13.935579,0.75701374,0.055560004,0.13388924597529014,75.024,-0.209,-0.053,0.24688756943114346,0.13584,0.023,9042138112.0,2026-06-19
SURAJEST,SURAJEST.NS,9.88365,0.9001242,0.09527001,0.14137930891192377,64.98,-0.276,-0.342,-0.09867217762868895,0.49220002,0.16242,9245412352.0,2026-06-19
DENTALKART,DENTALKART.NS,59.461452,5.6423974,,,,,,0.12548587802968997,,,9018726400.0,2026-06-19
ZUARI,ZUARI.NS,1.1083676,0.40309706,,0.16227669426121233,30.705,-0.803,,4.582726389900461,-0.10248999,0.24334,10194861056.0,2026-06-19
CIFL,CIFL.NS,25.08,1.4569535,0.04757,0.024878526107318725,139.224,-0.07,,24.13013698630137,0.14394,0.07361,9807691776.0,2026-06-19
GRPLTD,GRPLTD.NS,314.808,5.6374536,0.01741,0.14235985709347201,116.333,-0.099,,-0.8951064439638325,0.02743,0.00602,10057063424.0,2026-06-19
ORICONENT,ORICONENT.NS,48.50862,0.77108604,0.015140001,-0.03792636154306609,0.273,-0.697,,-0.8150492759452936,-1.7546401,0.61091,8890080256.0,2026-06-19
UTTAMSUGAR,UTTAMSUGAR.NS,9.0,1.0301622,0.11748,0.21532637891355194,81.154,-0.171,-0.168,0.13565847582380253,0.18324,0.04555,9030725632.0,2026-06-19
EIMCOELECO,EIMCOELECO.NS,24.169273,2.0018463,0.08608,0.09020753884008446,0.93,0.04,-0.572,-0.20842704899932116,0.15675999,0.16777,9356320768.0,2026-06-19
MAMATA,MAMATA.NS,59.73083,4.8503113,0.0845,0.11371048286029847,4.503,-0.336,-1.0,-0.6306749309266866,0.03413,0.0646,9010146304.0,2026-06-19
GHCLTEXTIL,GHCLTEXTIL.NS,12.762228,0.5975647,0.047870003,0.08509472166755953,8.933,0.282,0.94,0.2572806860818295,0.07215,0.05337,8978372608.0,2026-06-19
KOPRAN,KOPRAN.NS,36.399624,1.7652678,0.04908,0.1385678688211991,28.795,0.358,0.948,-0.332556890840659,0.15408,0.03776,9367889920.0,2026-06-19
ARROWGREEN,ARROWGREEN.NS,19.164541,3.872323,0.22236,0.2676225601922838,0.957,-0.271,-0.353,-0.24996039917630286,0.19938,0.23615,9067850752.0,2026-06-19
ROHLTD,ROHLTD.NS,28.506384,3.5544872,0.12753999,0.12356176010611694,232.509,0.305,-0.392,-0.3187694730425359,0.17593999,0.083780006,9186076672.0,2026-06-19
BORANA,BORANA.NS,12.795567,2.9532428,0.35007998,0.27057119061437224,25.149,0.28,0.186,0.6071637335986568,0.19908,0.16627,8305338880.0,2026-06-19
IFBAGRO,IFBAGRO.NS,14.941995,1.2528573,0.088070005,0.13120209629872256,11.115,0.585,13.836,1.5282005371530887,0.03179,0.040209997,8445387264.0,2026-06-19
SRHHYPOLTD,SRHHYPOLTD.NS,9.212206,0.837592,0.09409001,0.08403876697175898,1.18,0.017,-0.174,0.03059480433661716,0.07033,0.13516,8420202496.0,2026-06-19
BODALCHEM,BODALCHEM.NS,18.592106,0.76735926,0.042280003,0.1054986839323832,70.251,0.304,1.217,1.5850178359096314,0.09177,0.02377,8897948672.0,2026-06-19
SGIL,SGIL.NS,197.70135,8.310295,0.04257,0.14712693771758853,225.406,0.221,-0.897,-0.7242749375303467,0.02181,0.01271,9152445440.0,2026-06-19
TVSELECT,TVSELECT.NS,702.7536,9.413706,0.01334,0.18008474576271186,55.935,0.025,,1.324742268041237,0.025559999,0.0027700001,9125849088.0,2026-06-19
TEMBO,TEMBO.NS,11.073589,3.4950774,0.27723,0.2129337540492461,78.443,0.263,0.908,0.7968326147756436,0.13146,0.083780006,8774511616.0,2026-06-19
MAXIND,MAXIND.NS,,2.176079,-0.31774,-0.12984198289789967,23.564,0.674,,0.13206068808319682,0.00486,-0.5711,8888606720.0,2026-06-19
KOKUYOCMLN,KOKUYOCMLN.NS,35.77733,2.729744,,0.13434547728344062,11.417,0.131,-0.339,3.249597119835419,0.020550001,0.01353,8863847424.0,2026-06-19
NCLIND,NCLIND.NS,6.8999643,0.875846,0.13762,0.17583747834064606,31.936,0.622,5.628,2.785797628307907,0.11906,0.06708,8704599040.0,2026-06-19
GICHSGFIN,GICHSGFIN.NS,5.7161736,0.4200684,0.07606,,432.907,0.043,0.524,-0.0349083655404563,0.58451,0.49411,8849884160.0,2026-06-19
SUDARCOLOR,SUDARCOLOR.NS,19.271265,1.506245,0.08145001,0.096345685974596,4.031,-0.042,0.232,-0.13449951409135083,-0.00208,0.05704,8576041984.0,2026-06-19
VIVIANA,VIVIANA.NS,40.45,11.107298,0.60517,1.0607484621081904,86.047,1.396,1.826,2.0222728036540842,0.13649,0.099259995,8124301824.0,2026-06-19
DWARKESH,DWARKESH.NS,26.54217,0.9869851,0.037720002,0.10767105563398263,40.6,-0.073,0.24,0.3214945341258244,0.20352,0.02189,8164383232.0,2026-06-19
DVL,DVL.NS,9.754274,0.26149422,0.027190002,0.004379701587354062,28.952,9.468,,-0.36893700233006127,-0.48727,0.20031999,8592272384.0,2026-06-19
SALSTEEL,SALSTEEL.NS,,14.869611,-0.00378,0.029726612299411134,238.167,-0.898,,0.9455676516329704,0.36074,-0.00169,8337114624.0,2026-06-19
KABRAEXTRU,KABRAEXTRU.NS,,1.8971671,,0.031822440681948685,32.04,-0.089,,-1.166631989839172,-0.06001,-0.0030500002,8253589504.0,2026-06-19
PROSTARM,PROSTARM.NS,24.140892,2.8848917,0.16903,0.15564344516909837,32.43,0.274,-0.123,0.11187096165636938,0.09476,0.085559994,8271880192.0,2026-06-19
SARLAPOLY,SARLAPOLY.NS,,1.8518093,-0.02651,0.07533639373250023,38.432,0.022,,-1.2106341829518228,0.0051700003,-0.03274,7693505024.0,2026-06-19
TNPETRO,TNPETRO.NS,8.388735,0.8354561,0.101009995,0.10405670844280056,45.668,-0.726,-0.699,0.6700942587832048,0.033570003,0.06647,8173907968.0,2026-06-19
SUYOG,SUYOG.NS,15.44648,2.0817742,0.14172,0.20015765552543754,75.812,0.119,,0.555238830297456,0.46034,0.2843,9485594624.0,2026-06-19
ABSMARINE,ABSMARINE.NS,15.963124,2.5963984,,,,,,0.15069561935776588,,,8076950016.0,2026-06-19
KRYSTAL,KRYSTAL.NS,13.309017,1.7106878,0.13745,0.16184870922491496,23.988,-0.117,0.113,0.029368951451651602,0.05731,0.050380003,8538958848.0,2026-06-19
DECCANCE,DECCANCE.NS,28.442865,1.0819378,0.0388,0.0557824272960427,100.269,0.799,-0.406,2.8010374409789187,0.014839999,0.04496,8123650048.0,2026-06-19
MATRIMONY,MATRIMONY.NS,24.481459,3.9907787,0.15252,0.21203026066935285,23.902,0.079,0.212,-0.24536219081272084,0.06813,0.07428,8051078656.0,2026-06-19
VASCONEQ,VASCONEQ.NS,16.948835,0.739283,0.04363,0.03961452883516748,26.086,-0.345,-0.836,-0.6245681381957774,0.036429998,0.05151,8464390144.0,2026-06-19
PVP,PVP.NS,,4.288612,-0.03184,0.029474323381381295,63.23,1.178,,-0.009713352146145849,-0.06432,-0.075780004,7707949056.0,2026-06-19
KAMDHENU,KAMDHENU.NS,10.625,2.0497909,0.21987,0.2426986365307129,2.375,0.05,-0.08,0.287268718558703,0.15807,0.10264,8146418688.0,2026-06-19
STANLEY,STANLEY.NS,68.52112,1.7866323,0.02744,0.09897745149449397,65.389,-0.101,,-0.584192439862543,0.0069,0.028859999,8337490432.0,2026-06-19
SIGACHI,SIGACHI.NS,,1.6254156,-0.14503,0.10863991185462742,30.681,0.01,-0.44,-2.1753228363888324,0.10697,-0.1682,8414678016.0,2026-06-19
BAJAJINDEF,BAJAJINDEF.NS,32.46269,2.8403356,0.08966,0.07698405472893761,1.09,0.284,-0.328,-0.3083111096799501,0.10155,0.11376,7656000000.0,2026-06-19
GANESHBE,GANESHBE.NS,10.35525,1.2459999,0.12621,0.13334720407229694,12.271,0.115,,0.9255369427086069,0.12926,0.17825001,7596323840.0,2026-06-19
OMINFRAL,OMINFRAL.NS,40.861904,1.1588899,0.0257,0.031883178732139965,10.595,-0.069,-0.525,-0.42734945128405105,0.08976,0.04111,8263829504.0,2026-06-19
ASAL,ASAL.NS,29.065365,22.23538,1.23292,0.6511332386199157,343.962,0.359,1.691,0.6495062250803092,0.05222,0.03108,8041662976.0,2026-06-19
EMKAY,EMKAY.NS,53.298183,1.9800737,0.044460002,,26.355,0.947,-0.375,-0.7325208602407858,0.06491,0.03999,7982241280.0,2026-06-19
PCCL,PCCL.NS,29.947166,4.0426636,,,,,,1.7161093967958743,,,7700225024.0,2026-06-19
